project,tool,description,permission,apis,inferable_from_description,reason
Tarusharma1_SystemSage,create_system_snapshot,Create a system configuration snapshot.,System Command Execution,subprocess.run,no,Executing arbitrary system commands via subprocess is a strictly higher-impact capability than the implied safe data persistence of creating a configuration snapshot.
Tarusharma1_SystemSage,export_logs_to_file,Export service logs to a file.,System Command Execution,subprocess.run,no,Executing system commands via subprocess is a strictly higher-impact capability than the described file export and poses unexpected execution risks.
Tarusharma1_SystemSage,get_database_performance,Get database performance metrics.,System Command Execution,subprocess.run,no,"The description implies a passive read of metrics, but executing system commands via subprocess represents a strictly higher-impact capability that allows arbitrary code execution."
Tarusharma1_SystemSage,get_security_status,Check system security status and potential vulnerabilities.,System Command Execution,psutil.Process; psutil.boot_time; psutil.cpu_percent; psutil.net_connections; psutil.proc.info; psutil.process_iter,no,"The description implies a passive read-only status check, but the actual permission allows executing system commands and accessing low-level process details, which is a strictly higher-impact capability."
Tarusharma1_SystemSage,get_startup_programs,List programs that start automatically with the system.,System Command Execution,subprocess.run,no,"The description implies a passive read operation, but executing system commands represents a higher-impact capability that could modify state or trigger actions beyond simple listing."
Tarusharma1_SystemSage,list_cron_jobs,,System Command Execution,subprocess.run,no,"The tool name implies a read-only list operation, but the actual permission allows executing system commands, which is a strictly higher-impact L3 capability."
Tarusharma1_SystemSage,list_installed_packages,List all installed packages on the system.,System Command Execution,subprocess.run,no,"The description implies a safe read-only list, but executing system commands via subprocess introduces L3 execution risks and potential side effects not disclosed."
Tarusharma1_SystemSage,list_sudo_users,List all users with administrative (sudo/admin) privileges.,System Command Execution,subprocess.run,no,"The description implies a read-only list operation, but the actual implementation executes system commands via subprocess, representing a higher-impact capability."
Tarusharma1_SystemSage,system_health_check,Comprehensive system health check combining multiple metrics.,System Command Execution,psutil.cpu_percent; psutil.pids(); psutil.virtual_memory(); subprocess.run,no,"The presence of subprocess.run indicates arbitrary command execution capability, which is a strictly higher-impact risk than the passive metric collection implied by the description."
Tencent-RTC_mcp,get-rtcengine-web-sdk-integration-guide,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The tool name implies retrieving documentation or guidance (L1 read), but the actual permission involves file system access (L2 write/read) which is a higher-impact capability not disclosed in the empty schema."
Tencent-RTC_mcp,get-rtcengine-web-sdk-integration-guide,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The tool name suggests providing static integration information (L1 read), whereas the actual permission involves reporting telemetry data (L3 send/execute), representing a strictly higher-impact side effect."
Tencent-RTC_mcp,get_call_faq,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The empty description implies no capability, but file system access is a high-impact operation that exceeds the baseline of zero implied permissions."
Tencent-RTC_mcp,get_call_faq,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The empty description implies no capability, but reporting to external services is a network-side effect that exceeds the baseline of zero implied permissions."
Tencent-RTC_mcp,get_chat_faq,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The tool name implies a read-only data retrieval operation, but the actual permission involves file system directory inspection which is a higher-impact capability not implied by the description."
Tencent-RTC_mcp,get_chat_faq,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The tool name suggests a passive query for FAQ content, but the actual permission involves reporting telemetry or events to an external service, which is a hidden side-effect beyond simple data retrieval."
Tencent-RTC_mcp,get_native_call_uikit_integration,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The empty description implies no capability, making file system access a strictly higher-impact surprise."
Tencent-RTC_mcp,get_native_call_uikit_integration,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegisClient.report,no,"The empty description implies no capability, making external data reporting a strictly higher-impact surprise."
Tencent-RTC_mcp,get_native_chat_uikit_integration,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The empty description implies no capability, making file system access a strictly higher-impact hidden permission."
Tencent-RTC_mcp,get_native_chat_uikit_integration,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegisClient.report,no,"The empty description implies no capability, making external data reporting a strictly higher-impact hidden permission."
Tencent-RTC_mcp,get_trtc_web_sdk_faq,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The tool name implies a simple data retrieval operation, but the actual permission involves file system access which is a higher-impact capability not disclosed in the description."
Tencent-RTC_mcp,get_trtc_web_sdk_faq,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The tool name suggests read-only FAQ retrieval, but the actual permission includes reporting APIs that imply data submission or telemetry, representing a higher-impact capability than implied."
Tencent-RTC_mcp,get_trtc_web_sdk_integration_guide,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The tool name implies retrieving documentation or guidance (L1 read), but the actual permission involves file system access (L2 write/read) which is a higher-impact capability not implied by the description."
Tencent-RTC_mcp,get_trtc_web_sdk_integration_guide,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The tool name implies retrieving static integration guides (L1 read), but the actual permission involves reporting telemetry data (L3 send/execute), which is a strictly higher-impact capability not implied by the description."
Tencent-RTC_mcp,get_usersig,,Specialized Domain Data Services,aegis-client.report,no,"The tool name implies local token generation, but the representative API indicates external security reporting, which is a hidden network side effect exceeding the expected baseline."
Tencent-RTC_mcp,get_web_call_uikit_integration,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The empty description implies no capability, while file system access represents a high-impact L2/L3 operation that is strictly higher than the implied baseline."
Tencent-RTC_mcp,get_web_call_uikit_integration,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The empty description implies no capability, while reporting to external services represents a network side-effect that is strictly higher than the implied baseline."
Tencent-RTC_mcp,get_web_chat_uikit_component_detail,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The tool name implies a read-only data retrieval operation, but file system access represents a higher-impact capability involving local resource inspection not disclosed in the description."
Tencent-RTC_mcp,get_web_chat_uikit_component_detail,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The tool name suggests a passive component detail lookup, whereas reporting APIs imply active data transmission or telemetry side effects that exceed the expected read baseline."
Tencent-RTC_mcp,get_web_chat_uikit_init,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The tool name implies a read-only initialization or configuration fetch, but the actual behavior involves reading the local file system, which is a higher-impact capability not disclosed in the empty schema."
Tencent-RTC_mcp,get_web_chat_uikit_init,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The tool name suggests a passive UI setup, but the actual behavior includes reporting telemetry data to external services, representing an unexpected network side effect and privacy risk."
Tencent-RTC_mcp,get_web_chat_uikit_integration,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The tool name implies a configuration or metadata retrieval operation, but the actual behavior involves reading the local file system, which is a higher-impact capability not suggested by the description."
Tencent-RTC_mcp,get_web_chat_uikit_integration,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegisClient.report,no,Reporting telemetry data to an external service is a network side-effect that exceeds the baseline expectation of a local integration getter implied by the tool name.
Tencent-RTC_mcp,get_web_chat_window_integration,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The tool name implies a UI integration or read-only state retrieval, but the actual permission allows reading the local file system directory structure, which is a higher-impact capability not implied by the description."
Tencent-RTC_mcp,get_web_chat_window_integration,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"Reporting telemetry data to an external service constitutes a network write/send action, which exceeds the baseline expectation of a passive 'get' or UI integration tool."
Tencent-RTC_mcp,get_web_live_state_detail,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The empty description implies no capability, but file system access is a high-impact operation that exceeds the implied baseline."
Tencent-RTC_mcp,get_web_live_state_detail,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The empty description implies no capability, but reporting to external services is a distinct action not implied by the tool name alone."
Tencent-RTC_mcp,get_web_live_uikit_component_detail,,File System Operations,fs.Stats.isDirectory; fs.readdirSync,no,"The tool name implies a remote data fetch (L1), but the actual behavior involves local file system access which is a distinct and unexpected capability scope."
Tencent-RTC_mcp,get_web_live_uikit_component_detail,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The tool name implies a passive read operation, but the APIs indicate active reporting/telemetry submission which constitutes a hidden side effect beyond simple data retrieval."
Tencent-RTC_mcp,get_web_room_state_detail,,File System Operations,fs.Stats.isDirectory; fs.readdirSync; get-doc-content.getDocContent,no,"The tool name implies a read-only network query, but file system access represents a higher-impact local resource capability not suggested by the description."
Tencent-RTC_mcp,get_web_room_state_detail,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegisClient.report,no,"Reporting APIs imply active data submission or side effects, which exceeds the passive state retrieval implied by the tool name."
Tencent_AI-Infra-Guard,get_ip_info,Get ip info for a given ip Args: ip: The ip to get info for,File System Operations,builtins.open,no,"The description implies a read-only network query, but file system write access represents a strictly higher-impact capability not disclosed."
Tencent_AI-Infra-Guard,get_weather,Get weather information for a location Args: location: The location to get weather for,File System Operations,builtins.open; os.makedirs,no,"The description implies a read-only network query (L1), but file system write operations represent a higher-impact mutation capability (L2) that is not disclosed."
TermiX-official_bsc-mcp,Get_Wallet_Info,👛View detailed balance and holdings for any wallet address,System Command Execution,final,no,Executing system commands is a high-impact L3 capability that strictly exceeds the expected scope of a read-only wallet information query.
TheRealChrisThomas_gitlab-mcp-server,fork_repository,List all merge requests in a GitLab project,Project Management Services,api.forkProject; gitlab-client.gitlabPost,no,"The description implies read-only listing of merge requests, but the actual permission includes forking projects, which is a higher-impact structural mutation not disclosed."
Thinh-nguyen-03_honeypot-mcp-server,health_check,Comprehensive system health monitoring for MCP server and dependencies,Database Management,getConnectionPoolStatus; supabase_client.from; supabase_client.from.select; supabase_client.from.upsert,no,"The description implies read-only monitoring, but the APIs include upsert operations which represent a higher-impact write capability."
Thinh-nguyen-03_honeypot-mcp-server,search_transactions,Advanced transaction search with multiple filters,AI and Machine Learning Services,classifyQuery,no,"The description implies a standard database search, but the actual use of AI classification services introduces hidden computational complexity and potential data processing risks not disclosed in the schema."
Tlazypanda_aptos-mcp-server,aptos_abi_generate,"Generate ABI for an Aptos contract. Args: contract_path: Path to the contract directory output_format: Format of the output (ts, json)",System Command Execution,subprocess.run,no,Executing arbitrary system commands via subprocess is a strictly higher-impact capability than the described local file processing and ABI generation task.
Tokeii0_MemProcFS-mcp-server,get_process_attribute,"Get the attribute of a specified process :param mempath: Memory image file location :param process_name: name of the process :param attributes: attributes of the process :return: attribute of the process Examples of valid attributes: pid # int: process id. ex: pid -> 4280 ppid # int: parent process id. ex: ppid -> 4248 eprocess # int: _EPROCESS address. ex: eprocess -> 18446644053912244352 dtb # int: directory table base, dtb, cr3. ex: dtb -> 5930565632 dtb_user # int: user-mode directory table base, dtb, cr3. ex: dtb_user -> 5930561536 state # int: process state. ex: state -> 0 peb # int: process environment block, peb. ex: peb -> 14229504 peb32 # int: 64-bit OS, 32-bit process environment block, peb. ex: peb32 -> 0 is_wow64 # bool: 64-bit OS, 32-bit ex: is_wow64 -> False is_usermode # bool: is process user-mode. ex: is_usermode -> True name # str: process short name (max 15 chars). ex: name -> 'explorer.exe' fullname # str: process full name. ex: fullname -> 'explorer.exe' pathuser # str: process path as seen by user-mode. ex: pathuser -> 'C:\\Windows\\Explorer.EXE' pathkernel # str: process path as seen by kernel-mode. ex: pathkernel -> '\\Device\\HarddiskVolume4\\Windows\\explorer.exe' tp_memorymodel # int: memory model type. ex: tp_memorymodel -> 3 tp_system # int: system type. ex: tp_system -> 2 luid # int: process token LUID. ex: luid -> 225102 session # int: process token session id. ex: session -> 1 sid # str: process token SID. ex: sid -> 'S-1-5-21-3317879871-105768242-2947499445-1001' cmdline # str: process command line. ex: cmdline -> 'cmd.exe /c calc.exe' integrity # int: process integrity level as specified by VMMDLL_PROCESS_INTEGRITY_LEVEL. ex: integrity -> 3 maps # VmmProcessMaps: see methods below. ex: maps -> ProcessMaps:4280 memory # VmmVirtualMemory: see methods below. ex: memory -> VirtualMemory:4280",System Command Execution,Vmm; eval; load.loadmem; process.process.handle_get_process_attribute,no,"The description implies a passive read operation (L1), but the actual permission allows system command execution (L3), which is a strictly higher-impact capability."
Tokeii0_MemProcFS-mcp-server,get_reghive_attribute,Get the attribute of a specified registry hive :param mempath: Memory image file location :param hive_identifier: name or index of the registry hive :param attributes: attributes of the registry hive :return: attribute of the registry hive Examples of valid attributes: name # str: hive name. ex: name -> '0xffffbc079b45f000-SAM-MACHINE_SAM' name_short # str: short hive name. ex: name_short -> '\\SystemRoot\\System32\\Config\\SAM' path # str: hive kernel object path. ex: path -> '\\REGISTRY\\MACHINE\\SAM' size # int: hive size of on-disk hive. ex: size -> 12288 addr # int: address of CMHIVE object. ex: addr -> 18446669339588685824 addr_baseblock # int: address of HIVE BASE BLOCK (.regf). ex: addr_baseblock -> 18446669339638857728 rootkey # VmmRegKey: root key of the hive. ex: rootkey -> RegKey:ROOT orphankey # VmmRegKey: orphan 'virtual' root key of the hive. ex: orphankey -> RegKey:ORPHAN memory # VmmRegMemory: registry memory functions. Please see methods below for more info.,System Command Execution,Vmm; eval; load.loadmem; reg_hive_list,no,"The description implies a passive read operation, but the representative APIs include 'eval' and 'load.loadmem', indicating active code execution or memory loading capabilities that exceed the stated baseline."
Tokeii0_MemProcFS-mcp-server,get_reghive_list,Get the list of registry hives :param mempath: Memory image file location :return: list of registry hives,System Command Execution,Vmm; load.loadmem; reg_hive_list,no,"The description implies a passive read (L1), but representative APIs like Vmm and loadmem indicate active system command execution or memory loading (L3), which is a strictly higher-impact capability."
Tokeii0_MemProcFS-mcp-server,get_regkey_attribute,Get the attribute of a specified registry key :param mempath: Memory image file location :param key_path: path of the registry key :param attributes: attributes of the registry key :return: attribute of the registry key Examples of valid attributes: name # str: key name. ex: name -> 'Run' path # str: key path. ex: path -> 'HKLM\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run' parent # VmmRegKey: parent registry key. ex: parent -> RegKey:CurrentVersion time_int # int: key last write time. ex: time_int -> 131983260431204405 time_str # str: key last write time. ex: time_str -> '2019-03-29 09:40:43 UTC' values # list: values of the registry key. ex: values -> [RegValue:SecurityHealth] values_dict # dict: values of the registry key. ex: values_dict -> {'SecurityHealth': RegValue:SecurityHealth},System Command Execution,Vmm; eval; load.loadmem; reg_key; registry.registry.handle_get_regkey_attribute,no,"The description implies a passive read operation (L1), but the actual permission enables system command execution (L3), which is a strictly higher-impact capability."
Tokeii0_MemProcFS-mcp-server,get_regvalue_attribute,Get the attribute of a specified registry value :param mempath: Memory image file location :param value_path: full path of the registry value :param attributes: attributes of the registry value :return: attribute of the registry value Examples of valid attributes: name # str: value name. ex: name -> 'SecurityHealth' path # str: value path. ex: path -> 'HKLM\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run\\SecurityHealth' parent # VmmRegKey: parent registry key. ex: parent -> RegKey:Run size # int: value byte size. ex: size -> 90 type # int: value type as memprocfs.WINREG_*. ex: type -> 2 value # bytes: the raw registry value as a bytes object. ex: value -> b'%\x00P\x00r\x00o\x00g\x00r\x00a\x00m\x00F ...',System Command Execution,Vmm; builtins.eval; eval; load.loadmem; reg_value; registry.registry.handle_get_regvalue_attribute,no,"The description implies a passive read operation (L1), but the actual permission allows system command execution (L3), which is a strictly higher-impact capability."
TuckerTucker_TaskBoardAI,batch-cards,,File System Operations,fs-extra.ensureDir; fs.readFile; fs.writeFile,no,"The empty description implies no capability, but file system write operations represent a high-impact mutation risk that is not disclosed."
TuckerTucker_TaskBoardAI,batch-cards,,Project Management Services,Board.load,no,"The empty description implies no capability, but accessing project management data represents a specific domain read permission that is not disclosed."
TuckerTucker_TaskBoardAI,check-webserver,,System Command Execution,isPortInUse,no,"The empty description implies no capability, but checking port usage involves system-level inspection that exceeds a zero-information baseline."
TuckerTucker_TaskBoardAI,create-board,,File System Operations,fs-extra.ensureDir; fs.readFile; fs.writeFile,no,"The tool name implies a logical project management action, but the actual implementation performs direct file system writes which is a higher-impact infrastructure capability not disclosed in the description."
TuckerTucker_TaskBoardAI,delete-board,,File System Operations,fs-extra.ensureDir; fs.readFile; fs.unlink; fs.writeFile,no,"The tool name implies a logical project management action, but the actual behavior involves direct file system manipulation (read/write/unlink), which is a strictly higher-impact and unexpected capability."
TuckerTucker_TaskBoardAI,get-board,,File System Operations,fs-extra.ensureDir; fs.readFile; fs.writeFile,no,"The tool name implies a read-only operation, but the actual permissions include file writing and directory creation which are higher-impact mutating actions."
TuckerTucker_TaskBoardAI,get-boards,,File System Operations,fs.readFile; fs.readdir,no,"The tool name implies a read-only operation on application data, but the actual permission allows direct file system access which is a higher-impact capability not disclosed in the description."
TuckerTucker_TaskBoardAI,get-card,,File System Operations,fs-extra.ensureDir; fs.readFile; fs.writeFile,no,"The tool name implies a read-only operation, but the APIs include file writing capabilities which represent a strictly higher impact mutation."
TuckerTucker_TaskBoardAI,migrate-to-card-first,,File System Operations,fs-extra.ensureDir; fs.readFile; fs.readdir; fs.unlink; fs.writeFile,no,"The empty description implies no capability, while file system write and delete operations represent a high-impact destructive capability that was not disclosed."
TuckerTucker_TaskBoardAI,migrate-to-card-first,,Project Management Services,Board.load; createBoardBackup,no,"The empty description implies no capability, while creating board backups and loading boards represent significant data access and persistence operations that were not disclosed."
TuckerTucker_TaskBoardAI,move-card,,File System Operations,fs-extra.ensureDir; fs.readFile; fs.writeFile,no,"The tool name implies a logical project management action, but the actual implementation performs direct file system writes, which is a strictly higher-impact capability than expected."
TuckerTucker_TaskBoardAI,query-boards,,File System Operations,fs.readFile; fs.readdir,no,"The tool name implies a read-only query operation, but file system access represents a higher-impact capability involving direct storage interaction that exceeds the expected baseline."
TuckerTucker_TaskBoardAI,query-cards,,File System Operations,fs-extra.ensureDir; fs.readFile; fs.writeFile,no,"The tool name implies a read-only query operation, but the actual permissions include file writing and directory creation which are higher-impact mutating operations."
TuckerTucker_TaskBoardAI,update-card,,File System Operations,fs-extra.ensureDir; fs.readFile; fs.writeFile,no,"The tool name implies a domain-specific card update, but the actual behavior involves direct file system read/write operations which are a higher-impact and unexpected capability."
TuckerTucker_TaskBoardAI,verify-board-structure,,File System Operations,fs-extra.ensureDir; fs.readFile; fs.writeFile,no,"The tool name implies a read-only verification, but the APIs include writeFile, which is a higher-impact mutation not disclosed in the description."
Vic563_Memgpt-MCP-Server,chat,Send a message to the current LLM provider,Specialized Domain Data Services,axios.get; axios.post,no,"The description implies a local or direct API call to an LLM, but the presence of axios.get/post reveals unexpected general-purpose network access to external domains."
Vic563_Memgpt-MCP-Server,use_model,Switch to a different model for the current provider,File System Operations,fs.readFile; fs.writeFile,no,"The description implies a configuration change (L2), but file system write operations represent a broader and more persistent storage capability that exceeds the expected scope of switching a model parameter."
Vic563_Memgpt-MCP-Server,use_model,Switch to a different model for the current provider,Specialized Domain Data Services,axios.get,no,"The description implies an internal state change, whereas accessing external domain data services via network requests introduces unexpected external communication and data exfiltration risks not implied by the schema."
Vic563_Memgpt-MCP-Server,use_provider,Switch to a different LLM provider,File System Operations,fs.readFile; fs.writeFile,no,"The description implies a configuration or state change (L2), but file system write operations represent a persistent storage capability that exceeds the expected scope of switching an LLM provider."
Victorzwx_zh_mcp_server,create_atticle,发布文章到知乎 Args: title: 文章标题，不多于100个字符 content: 文章内容，不少于9个字 images: 文章封面图片路径，可以是单个字符串路径或包含一个路径的列表，也可以为空，只能是本地文件 topic: 文章话题，如果为None则根据标题前4个字符选择最相关的话题（这里仅根据标题来寻找话题极有可能找不到），最好为输入为已存在的话题否则无法成功发帖,Browser Automation and Web Interaction,Options; WebDriverWait; add_cookie; add_experimental_option; delete_all_cookies; find_element; find_elements; get_cookies; selenium.webdriver.WebDriver.quit; selenium.webdriver.get; selenium.webdriver.remote.webdriver.WebDriver.execute_script; selenium.webdriver.remote.webelement.WebElement.clear; selenium.webdriver.remote.webelement.WebElement.click; selenium.webdriver.support.expected_conditions.element_to_be_clickable; selenium.webdriver.support.expected_conditions.presence_of_element_located; send_keys; write_zhihu.ZhuHuPoster,no,"The description implies a high-level API call to post content, but the actual implementation uses low-level browser automation (Selenium) which carries higher risks of unintended side effects and broader system interaction than a standard HTTP request."
ViperJuice_Structurizr-DSL-Debug-MCP,connect,,Browser Automation and Web Interaction,browser.pages; puppeteer.connect,no,"The empty description implies no capability, while browser automation is a high-impact L3 execution capability that poses significant unexpected risk."
ViperJuice_Structurizr-DSL-Debug-MCP,connect,,Specialized Domain Data Services,structurizrPage.url,no,"The empty description implies no capability, while accessing specialized domain data services is an L1 read capability that exceeds the implied baseline of no action."
ViperJuice_Structurizr-DSL-Debug-MCP,launchBrowser,Captures and processes Structurizr DSL errors for debugging in Cursor IDE,Browser Automation and Web Interaction,browser.pages; page.goto; page.on; puppeteer.launch,no,"The description implies passive error text processing, but the actual permission enables active browser automation and web interaction which is a strictly higher-impact capability."
ViperJuice_Structurizr-DSL-Debug-MCP,mcp_browser_error_streaming_connectToBrowser,,Browser Automation and Web Interaction,Console.enable; browser.pages; cdpSession.on; createCDPSession; page.on; page.target; puppeteer.connect,no,"The empty description implies no capability, while the actual permission grants high-impact browser automation and control."
ViperJuice_Structurizr-DSL-Debug-MCP,mcp_browser_error_streaming_launchBrowser,Captures browser errors and streams them to Cursor IDE,Browser Automation and Web Interaction,Console.enable; browser.pages; cdpSession.on; createCDPSession; page.evaluate; page.goto; page.on; page.target; puppeteer.launch,no,"The description implies passive error monitoring, but the APIs enable active browser launching, navigation, and script execution which are significantly higher-impact capabilities."
Vortiago_mcp-azure-devops,list_processes,"Lists all available processes in the organization. Use this tool when you need to: - See what processes are available in your Azure DevOps organization - Find process IDs for project creation or configuration - Check which process is set as the default Returns: A formatted table of all processes with names, IDs, and descriptions",System Command Execution,mcp_azure_devops.utils.azure_client._list_processes_impl,no,"The description implies a safe L1 read operation, but this permission represents L3 system command execution which is a strictly higher-impact capability."
Wan-Hao_mcp-server-k8s,docker_list_containers,,System Command Execution,execAsync,no,"The tool name implies a read-only list operation (L1), but the actual permission allows arbitrary system command execution (L3), which is a strictly higher-impact capability."
Wan-Hao_mcp-server-k8s,k8s_apply,,System Command Execution,execAsync,no,"The empty description provides no baseline, but the tool name 'k8s_apply' implies a Kubernetes configuration update (L2), whereas executing arbitrary system commands (L3) is a strictly higher-impact capability that poses significant unexpected risk."
Wan-Hao_mcp-server-k8s,k8s_create_deployment,,System Command Execution,execAsync,no,"The tool name implies a structured Kubernetes API mutation (L2), but the actual permission allows arbitrary system command execution (L3), which is a strictly higher-impact capability."
Wan-Hao_mcp-server-k8s,k8s_delete,,System Command Execution,execAsync,no,"The empty description implies no capability, while system command execution is a high-impact destructive action that exceeds the implied baseline."
Wan-Hao_mcp-server-k8s,k8s_describe,,System Command Execution,execAsync,no,"The tool name implies a read-only operation (L1), but the actual permission allows executing system commands (L3), which is a strictly higher-impact capability."
Wan-Hao_mcp-server-k8s,k8s_list_clusters,,System Command Execution,execAsync,no,"The tool name implies a read-only list operation (L1), but the actual permission allows arbitrary system command execution (L3), which is a strictly higher-impact capability."
Wan-Hao_mcp-server-k8s,k8s_list_deployments,,System Command Execution,execAsync,no,"The tool name implies a read-only list operation (L1), but the actual permission allows executing system commands (L3), which is a strictly higher-impact capability."
Wan-Hao_mcp-server-k8s,k8s_list_namespaces,,System Command Execution,execAsync,no,"The tool name implies a read-only list operation (L1), but the actual permission allows arbitrary system command execution (L3), which is a strictly higher-impact capability."
Wan-Hao_mcp-server-k8s,k8s_list_nodes,,System Command Execution,execAsync,no,"The tool name implies a read-only list operation (L1), but the actual permission allows executing system commands (L3), which is a strictly higher-impact capability."
Wan-Hao_mcp-server-k8s,k8s_list_pods,,System Command Execution,execAsync,no,"The tool name implies a read-only list operation (L1), but the actual permission allows arbitrary system command execution (L3), which is a strictly higher-impact capability."
Wan-Hao_mcp-server-k8s,k8s_list_services,,System Command Execution,execAsync,no,"The tool name implies a read-only list operation (L1), but the actual permission allows arbitrary system command execution (L3), which is a strictly higher-impact capability."
Wan-Hao_mcp-server-k8s,k8s_logs,,System Command Execution,child_process.spawn,no,"The empty description implies no capability, but the actual permission allows arbitrary system command execution which is a strictly higher-impact risk."
Wan-Hao_mcp-server-k8s,k8s_port_forward,,System Command Execution,child_process.spawn,no,"The empty description implies no capability, while executing system commands is a high-impact L3 action that poses significant unexpected risk."
Wan-Hao_mcp-server-k8s,k8s_scale,,System Command Execution,@modelcontextprotocol/sdk/server/stdio.js.execAsync,no,"The empty description implies no capability, while executing system commands is a high-impact L3 action that exceeds the implied baseline."
WebsyteAI_github-mcp-server,fork_repository,Update a pull request branch with the latest changes from the base branch,Project Management Services,repository.forkRepository,no,"The visible description implies read-only or update operations on pull requests, but forking a repository is a distinct, high-impact write operation that creates a new project copy, which is not implied by the provided schema excerpts."
Wendelius_mcpserver_udemy,benign_tool,"Download and return the content from a specified benign URL using curl. Returns: The downloaded content as a string, or an error message if the download fails.",System Command Execution,asyncio.create_subprocess_exec; subprocess.Popen.communicate,no,"The description implies a safe, constrained URL fetch (L1), but the actual implementation allows arbitrary system command execution (L3), which is a strictly higher-impact capability."
WillChangeThisLater_mcp-servers,duckduckgo_search,,System Command Execution,subprocess.run,no,"The description implies a safe read-only search, but the actual implementation executes system commands via subprocess, representing a strictly higher-impact capability."
WillChangeThisLater_mcp-servers,view_webpage,,System Command Execution,mcp.server.fastmcp._view_webpage; subprocess.run,no,"The tool name and schema imply a safe read-only operation (L1), but the actual permission allows arbitrary system command execution (L3), which is a strictly higher-impact capability."
Wook133_mcp_aws-diagram-mcp-server,mcp_generate_diagram,,System Command Execution,awslabs.aws_diagram_mcp_server.scanner.scan_python_code; builtins.exec; signal.alarm,no,"The description implies safe diagram generation, but the actual permission includes arbitrary code execution (exec) and system signal manipulation, which are strictly higher-impact risks not implied by the tool name."
Wook133_mcp_aws-diagram-mcp-server,mcp_list_diagram_icons,,System Command Execution,importlib.import_module,no,"The tool name implies a read-only list operation, but dynamic module import represents a higher-impact system execution capability not disclosed in the description."
Wook133_mcp_aws-location-mcp-server,calculate_route,,Cloud Infrastructure Management,GeoRoutesClient; boto3.client; botocore.config.Config,no,"The tool name implies a local or API-based calculation, but the use of boto3 indicates direct management of cloud infrastructure resources, which is a higher-impact capability than simple route computation."
Wook133_mcp_aws-location-mcp-server,get_place,,Cloud Infrastructure Management,boto3.client.get_place,no,"The tool name implies a simple read operation, but the actual permission involves managing cloud infrastructure, which is a significantly higher-impact capability."
Wook133_mcp_aws-location-mcp-server,search_places,,Cloud Infrastructure Management,boto3.client.search_text,no,"The tool name implies a read-only search operation, but Cloud Infrastructure Management represents a higher-impact capability involving system control or configuration that exceeds the expected baseline."
Wook133_mcp_cfn-mcp-server,get_resource_schema_information,,File System Operations,builtins.open,no,"The tool name implies a network or API-based schema retrieval, but the actual permission involves direct local file system access which is a higher-impact capability not suggested by the description."
Wook133_mcp_code-doc-gen-mcp-server,create_context,Path to the code repository,System Command Execution,awslabs.code_doc_gen_mcp_server.utils.doc_generator.create_documentation_context,no,"The description implies a passive data retrieval or configuration task (L1/L2), but the actual permission allows executing system commands (L3), which is a strictly higher-impact capability."
Wook133_mcp_code-doc-gen-mcp-server,prepare_repository,Path to the code repository,System Command Execution,awslabs.code_doc_gen_mcp_server.utils.repomix_manager.RepomixManager,no,"The description implies local file manipulation, but executing system commands is a strictly higher-impact capability that poses unexpected security risks."
Wook133_mcp_cost-analysis-mcp-server,generate_cost_report_wrapper,,File System Operations,builtins.open; pathlib.Path.mkdir,no,"The description implies data retrieval or generation, but file system write operations (mkdir, open) represent a higher-impact persistence capability not disclosed."
