project,tool,description,permission,apis,inferable_from_description,reason
Shilpaj1994_MCP-AI-Agent,save_slide_as_png,"Saves the current slide as a PNG image and moves it to PROJECT_ROOT/content/slide.png. :param use_secondary_screen: If True, use the secondary screen (with larger x-coordinate)",Browser Automation and Web Interaction,press,no,The description implies a file save operation (L2) without any mention of input keypresses; the ability to press a key is a higher-impact L3 action that could unexpectedly alter the user's active workspace.
Shilpaj1994_MCP-AI-Agent,save_slide_as_png,"Saves the current slide as a PNG image and moves it to PROJECT_ROOT/content/slide.png. :param use_secondary_screen: If True, use the secondary screen (with larger x-coordinate)",System Command Execution,pyautogui.click; pyautogui.hotkey; pyautogui.moveTo; pyautogui.press,no,"The tool provides GUI automation (click, hotkey, moveTo, press) which is a L3 command execution capability that exceeds the described file generation task and could disrupt user activity."
Siddhant-K-code_mcp-apple-notes,create-note,,System Command Execution,child_process.execSync,no,"The tool name implies creating a note (L2 mutation), but the actual capability includes executing arbitrary system commands (L3), which is a strictly higher-impact and materially dangerous capability beyond what the description led the agent to expect."
Siddhant-K-code_mcp-apple-notes,get-note-content,,System Command Execution,child_process.execSync,no,"Tool name implies read-only note retrieval (L1), but actual permission includes arbitrary system command execution (L3), a higher-impact capability."
Siddhant-K-code_mcp-apple-notes,search-notes,,System Command Execution,child_process.execSync,no,"Tool name implies read-only note search (L1), but actual capability includes system command execution (L3), a strictly higher-impact capability not hinted by the empty description."
SiddheshDongare_GIT-Pilot,check_auth_status,Check authentication status. Args: user_id: User identifier Returns: Authentication status information,Project Management Services,Github; github.Github.get_user,no,"The description implies only authentication status checking (L0), but the tool accesses GitHub's user API (L1 read and network access), which is a higher-impact capability not disclosed."
SilasReinagel_SecureSshMcp,file-info,Get information about a file or directory on a remote server,File System Operations,fs.readFile; fs.writeFile,no,Description says get information (read-only) but APIs include mkdir and writeFile for creating/writing.
SilasReinagel_SecureSshMcp,file-info,Get information about a file or directory on a remote server,System Command Execution,decipher.update; establishConnection; isConnectionActive; sshTools.executeCommand,no,"Description implies read-only retrieval, but APIs include executeCommand allowing arbitrary system commands."
SilasReinagel_SecureSshMcp,ssh-test-connection,,File System Operations,fs.readFile; fs.writeFile,no,"Tool name implies only connection testing, not creating directories, reading, or writing files."
Simon-Kansara_ableton-live-mcp-server,get_track_names,Get the names of tracks in Ableton Live. Args: index_min: Optional minimum track index index_max: Optional maximum track index Returns: A formatted string containing track names,System Command Execution,create_connection; sendall; socket.socket.connect,no,"Description implies read-only retrieval of track names (L1), but actual system command execution with network send elevates to L2/L3, enabling data exfiltration or unauthorized execution."
SlideSpeak_slidespeak-mcp,get_available_templates,Get all available presentation templates.,Specialized Domain Data Services,httpx.AsyncClient; httpx.get; httpx.post,no,"Description implies read-only retrieval, but actual APIs include httpx.post for data submission, elevating impact to write-level."
SlideSpeak_slidespeak-mcp,get_task_status,Get the current task status and result by task_id.,Specialized Domain Data Services,httpx.AsyncClient; httpx.get; httpx.post,no,"Description implies read-only get, but HTTP POST capability may enable state-changing mutations."
Snowflake-Labs_mcp,describe_semantic_view_tool,,Database Management,cursor.execute; cursor.fetchall; get_query_tag_param; snowflake_service.get_connection,no,"Empty description/schema implies no capability, but Database Management with cursor.execute can write/delete data, a strictly higher and undisclosed impact."
Snowflake-Labs_mcp,get_semantic_view_ddl_tool,,Database Management,cursor.execute; cursor.fetchall; get_query_tag_param; snowflake_service.get_connection,no,"Tool name suggests read-only retrieval of DDL, but actual permission includes cursor.execute which can perform arbitrary database mutations, exceeding the implied baseline."
Snowflake-Labs_mcp,list_objects_tool,,Database Management,cursor.execute; cursor.fetchall; get_query_tag_param; snowflake_service.get_connection,no,"Tool name implies read-only list (L1), but Database Management with SQL execution can mutate data (L2+), exceeding baseline impact."
Snowflake-Labs_mcp,run_cortex_agent_tool,,Database Management,mcp_server_snowflake.cortex_services.prompts.query_cortex_agent,no,"No description implies no capability, so database management operations exceed the zero baseline and are material surprises."
Snowflake-Labs_mcp,show_semantic_dimensions_tool,,Database Management,cursor.execute; cursor.fetchall; get_query_tag_param; snowflake_service.get_connection,no,"Tool description is empty, so the baseline implies no capability, while the actual permission enables executing arbitrary SQL (potentially destructive), creating an unexpected and higher-impact risk."
Snowflake-Labs_mcp,show_semantic_metrics_tool,,Database Management,cursor.execute; cursor.fetchall; get_query_tag_param; snowflake_service.get_connection,no,"The tool description is empty, providing no hint of capability, while the actual permission includes database connection and arbitrary query execution, a significantly higher-impact capability."
Sofias-ai_mcp-sharepoint,delete_document,Delete a document from a directory,Specialized Domain Data Services,sp_context.execute_query,no,"The ability to execute queries in a specialized domain service is a broader execution capability beyond simple file deletion, posing material risk of unintended data manipulation."
Sohaib-2_pdf-mcp-server,decrypt_pdf,Decrypt password-protected PDF using PDFtk. Args: input_file: Input encrypted PDF file path output_file: Output decrypted PDF file path password: PDF password Returns: Operation result with output file info,System Command Execution,_run_command; os.startfile,no,"The description implies a file decryption operation (L2 write), but system command execution (L3) is a strictly higher-impact capability; an agent would not expect arbitrary command execution from a PDF decryption tool, creating material risk of injection or misuse."
Sohaib-2_pdf-mcp-server,download_pdf,Download PDF from URL. Args: url: PDF URL to download output_file: Local file path to save PDF Returns: Download result with file info,System Command Execution,os.startfile,no,"Calling os.startfile or os.system is a higher-impact capability beyond the described download-and-save, enabling arbitrary command execution that an agent would not expect."
Sohaib-2_pdf-mcp-server,extract_pages,"Extract specific pages from PDF. Args: input_file: Input PDF file path page_range: Page range (e.g., ""1-3"", ""1,3,5"", ""1-end"") output_file: Output PDF file path Returns: Operation result with output file info",System Command Execution,_run_command; os.startfile,no,"Description implies file read/write for PDF page extraction, but system command execution allows arbitrary code execution, a strictly higher-impact capability."
Sohaib-2_pdf-mcp-server,get_server_status,Check server status and tool availability. Returns: dict: Server and tools status,System Command Execution,subprocess.run,no,"Description implies read-only status check (L1) but implementation can execute arbitrary system commands (L3), a materially higher-impact undisclosed capability."
Sohaib-2_pdf-mcp-server,inspect_pdf_structure,Inspect PDF internal structure using QPDF. Args: input_file: Input PDF file path detailed: Include detailed object information Returns: PDF structure information,System Command Execution,_run_command,no,"Description implies read-only analysis of PDF structure, but actual permission includes system command execution which is a higher-impact capability potentially allowing arbitrary code execution if improperly handled."
Sohaib-2_pdf-mcp-server,merge_pdfs,Merge multiple PDF files into one. Args: input_files: List of PDF file paths to merge output_file: Output merged PDF file path Returns: Operation result with output file info,System Command Execution,os.startfile; subprocess.run,no,"Tool description implies file merging (L2), but actual permission allows arbitrary command execution (L3+), a strictly higher-impact capability."
Sohaib-2_pdf-mcp-server,optimize_pdf,"Optimize PDF for web viewing using QPDF. Args: input_file: Input PDF file path output_file: Output optimized PDF file path compression_level: Compression level (low, medium, high) Returns: Operation result with output file info",System Command Execution,_run_command; os.startfile,no,"The description implies file optimization via QPDF, which reasonably suggests file read/write operations, but actual system command execution APIs allow running arbitrary commands, a strictly higher impact capability."
Sohaib-2_pdf-mcp-server,rotate_pages,"Rotate PDF pages. Args: input_file: Input PDF file path rotation: Rotation angle (90, 180, 270, or left, right, down) output_file: Output PDF file path page_range: Page range to rotate (optional, defaults to all pages) Returns: Operation result with output file info",System Command Execution,_run_command; os.startfile,no,"The description implies file read/write for PDF rotation, but actual APIs enable arbitrary system command execution, a strictly higher impact capability."
Sohaib-2_pdf-mcp-server,split_pdf,"Split PDF into individual pages. Args: input_file: Input PDF file path output_dir: Output directory (optional, defaults to input file directory) Returns: Operation result with output directory info",System Command Execution,_run_command; os.startfile,no,"Description implies file creation from PDF splitting (L2), but actual implementation executes system commands (L3), a higher-impact capability not disclosed."
Sohaib-2_pdf-mcp-server,update_pdf_metadata,Update PDF metadata. Args: input_file: Input PDF file path output_file: Output PDF file path title: PDF title author: PDF author subject: PDF subject keywords: PDF keywords Returns: Operation result with output file info,System Command Execution,_run_command; os.startfile,no,Executing system commands exceeds the expected file-writing impact and introduces command injection and arbitrary execution risks not implied by the description.
SpaceFrontiers_mcp,get_document,,File System Operations,search_document.document.copy,no,"The tool name implies read-only document retrieval, but the presence of a copy API introduces a write capability that exceeds the expected L1 baseline."
SpaceFrontiers_mcp,get_document_metadata,,File System Operations,search_document.document.copy,no,"Copying documents creates new files (write L2), which is strictly higher impact than the read-only metadata baseline and presents unexpected mutation risk."
SpaceFrontiers_mcp,search,,System Command Execution,fastmcp.Context,no,"A search tool implies read-only queries, but system command execution enables arbitrary L3 operations that are strictly higher impact and surprising to an agent."
StarRocks_mcp-server-starrocks,analyze_query,,Database Management,mysql.connector.cursor; mysql.connector.cursor.close; mysql.connector.cursor.execute; self._get_connection(),no,"The empty description implies at most a read/analysis capability, but the tool actually connects to a live database and executes arbitrary SQL statements, which can cause destructive side effects."
StarRocks_mcp-server-starrocks,db_summary,,Database Management,reset_connections; self.db_client.execute,no,"The description is empty, yet the tool can execute database commands and reset connections, which is significantly more destructive than any reasonable expectation."
StarRocks_mcp-server-starrocks,query_and_plotly_chart,,Database Management,mysql.connector.cursor; mysql.connector.cursor.close; mysql.connector.cursor.execute; self._get_connection(),no,"The tool name implies read-only query, but cursor.execute can perform write and delete operations, elevating impact from L1 to L2/L3."
StarRocks_mcp-server-starrocks,read_query,,Database Management,mysql.connector.cursor; mysql.connector.cursor.close; mysql.connector.cursor.execute; self._get_connection(),no,Tool name implies read-only queries but actual capability includes arbitrary SQL execution that can modify or delete data.
StarRocks_mcp-server-starrocks,table_overview,,Database Management,db_client.execute; reset_connections,no,"Tool name suggests read-only table overview but APIs include db_client.execute and reset_connections, enabling mutating/destructive database operations that exceed the read-only baseline."
SuMiaoALi_mysql-mcp-server,execute_query,执行SQL查询语句（支持SELECT、INSERT、SHOW、DESCRIBE）,Database Management,mysql2/promise.execute,no,"The description implies only SELECT, INSERT, SHOW, DESCRIBE (reads and creates), but the actual permission allows arbitrary SQL execution including destructive commands like DROP or DELETE which is strictly higher impact."
SuMiaoALi_mysql-mcp-server,insert_data,向指定表插入数据（便捷的INSERT操作）,Database Management,mysql2/promise.execute,no,"Description implies only INSERT (L2 write), but the permission grants full database management including potentially destructive operations (L3) via arbitrary SQL execution."
SuMiaoALi_mysql-mcp-server,list_tables,列出数据库中的所有表,Database Management,mysql2/promise.execute,no,"Description implies read-only table listing (L1), but execute API enables arbitrary database operations up to destructive commands (L3)."
SunnyCloudYang_hugo-mcp,check_go_installation_tool,,System Command Execution,subprocess.run,no,"Tool name suggests a read-only check, but actual permission allows arbitrary system command execution (L3) which is strictly higher impact and undisclosed."
SunnyCloudYang_hugo-mcp,check_hugo_installation_tool,,System Command Execution,subprocess.run,no,"Tool name implies a read-only 'check' operation (L1), but actual subprocess.run capability allows arbitrary command execution (L3) without any disclosure in the empty description."
SunnyCloudYang_hugo-mcp,create_post_tool,,System Command Execution,subprocess.run,no,"Tool description implies post creation (L2) but actual permission includes system command execution (L3), which is strictly higher impact."
SunnyCloudYang_hugo-mcp,create_site_tool,,System Command Execution,subprocess.run,no,"Description implies site creation via file writes (L2) but actual implementation uses subprocess.run enabling arbitrary command execution (L3), a strictly higher-impact capability."
SunnyCloudYang_hugo-mcp,update_theme_tool,,System Command Execution,subprocess.run,no,"Tool description implies theme file/configuration updates (L2), but actual execution includes arbitrary system command execution via subprocess.run (L3), which is a higher-impact hidden capability."
Super-I-Tech_mcp_plexus,fetch_secure_external_data_tool,Fetches external data using authenticated GitHub client.,System Command Execution,fastmcp.Context,no,System command execution exceeds the described fetch-only scope and introduces an undisclosed ability to run arbitrary commands.
Super-I-Tech_mcp_plexus,get_entity_info,Retrieves entity and session information from the Plexus context.,System Command Execution,fastmcp.Context,no,"Command execution is a higher-impact capability than the described retrieval, creating material risk if an agent expected read-only access."
Super-I-Tech_mcp_plexus,manage_plexus_session_tool,"Manages session data with get, set, and delete operations.",System Command Execution,set_value,no,"Description implies simple session data get/set/delete, but actual permission allows arbitrary system command execution, a much higher-impact capability."
SureScaleAI_openai-gpt-image-mcp,edit-image,,AI and Machine Learning Services,openai.OpenAI.images.edit,no,Using external AI APIs to process images introduces data exfiltration beyond the local file mutation implied by the tool name.
Swayingleaves_uml-mcp-server,generate_uml,"生成UML图并返回代码、URL和本地路径。 Args: diagram_type: UML图类型 (class, sequence, activity, usecase, state, component, deployment, object) code: 完整的PlantUML代码 output_dir: 输出目录路径，必须显式提供 Returns: 包含PlantUML代码、URL和本地路径的JSON字符串",Specialized Domain Data Services,requests.get,no,"Description implies only local diagram generation, but actual requests.get sends diagram code to an external server for rendering, which is a higher-impact data exfiltration not disclosed."
Swayingleaves_uml-mcp-server,generate_uml_from_code,从PlantUML代码生成UML图并返回URL和本地路径。 Args: code: 完整的PlantUML代码 output_dir: 输出目录路径，必须显式提供 Returns: 包含PlantUML代码、URL和本地路径的JSON字符串,Specialized Domain Data Services,requests.get,no,"The tool description implies local generation but actually makes an external HTTP request, expanding scope to data transmission beyond local file creation."
Sysc4lls_IDA-doc-hint-mcp,get_ida_function_doc,Get the documentation of an IDAPython function for reference. Args: function_name: The name of the function to get the documentation for. Returns: The documentation of the function as a string.,System Command Execution,importlib.import_module,no,"Description implies read-only documentation retrieval, but actual permission includes system command execution via importlib.import_module, which is strictly higher impact."
Sysc4lls_IDA-doc-hint-mcp,idapython_functions,Get all IDAPython functions.,System Command Execution,importlib.import_module,no,"Description only implies reading a list of functions, but actual behavior includes arbitrary module loading and code execution via importlib.import_module, a strictly higher-impact capability."
T1nker-1220_memories-with-lessons-mcp-server,delete_entities,Delete multiple entities and their associated relations from the knowledge graph,File System Operations,fs.copyFile; fs.readFile; fs.readdir; fs.unlink; fs.writeFile,no,"The tool description only mentions deleting entities from a knowledge graph, but the actual file system operations permission enables reading, writing, and deleting arbitrary files, which is a strictly higher-impact capability."
T1nker-1220_memories-with-lessons-mcp-server,delete_observations,Delete specific observations from entities in the knowledge graph,File System Operations,fs.copyFile; fs.readFile; fs.readdir; fs.unlink; fs.writeFile,no,"Description implies scoped deletion of observations in a knowledge graph, but file system APIs enable arbitrary read, write, and delete operations on the filesystem, which is a strictly higher-impact capability."
T1nker-1220_memories-with-lessons-mcp-server,delete_relations,Delete multiple relations from the knowledge graph,File System Operations,fs.copyFile; fs.readFile; fs.readdir; fs.unlink; fs.writeFile,no,"The description implies deletion confined to knowledge graph relations, but the tool has arbitrary file system read/write/delete/rename access, which is a broader and more destructive capability."
TaazKareem_clickup-mcp-server,create_document_page,Creates a new page in a ClickUp document,File System Operations,fs.write,no,"Description implies remote document page creation only, but actual permission includes local file system write, which is a higher-impact capability."
TaazKareem_clickup-mcp-server,delete_list,ID of the list to delete. Use this instead of listName if you have the ID.,File System Operations,fs.write,no,"The tool description implies only remote list deletion, but actual file writing (fs.write) introduces unexpected local file system mutation."
TaazKareem_clickup-mcp-server,get_current_time_entry,"Gets the currently running time entry, if any. No parameters needed.",File System Operations,fs.write,no,"The tool is described as a read-only getter, but it can write to the filesystem, an elevated mutating capability that is not disclosed."
TaazKareem_clickup-mcp-server,get_document,ID of the document to retrieve,File System Operations,fs.write,no,"Tool only describes retrieving a document (read), but fs.write is a mutating file operation strictly higher impact."
TaazKareem_clickup-mcp-server,get_document_pages,Gets the content of specific pages from a document,File System Operations,fs.write,no,"Tool description implies read-only retrieval but actual behavior includes fs.write, a mutating operation that elevates impact from L1 to L2."
TaazKareem_clickup-mcp-server,get_folder,ID of folder to retrieve (preferred). Use this instead of folderName if you have it.,File System Operations,fs.write,no,"Description implies a read-only folder details retrieval, but fs.write introduces an undisclosed file system mutation capability."
TaazKareem_clickup-mcp-server,get_list,ID of the list to retrieve. Use this instead of listName if you have the ID.,File System Operations,fs.write,no,"Description implies read-only retrieval of list details (L1), but fs.write enables filesystem mutation (L2), an unexpected and higher-impact capability."
TaazKareem_clickup-mcp-server,get_task_time_entries,"Gets all time entries for a task with filtering options. Use taskId (preferred) or taskName + optional listName. Returns all tracked time with user info, descriptions, tags, start/end times, and durations.",File System Operations,fs.write,no,"Description implies only reading time entries (L1), but includes file system write (fs.write), which is a higher-impact capability (L2)."
TaazKareem_clickup-mcp-server,get_workspace_hierarchy,"Gets complete workspace hierarchy (spaces, folders, lists). No parameters needed. Returns tree structure with names and IDs for navigation.",File System Operations,fs.write,no,"The description implies read-only navigation, but fs.write introduces hidden file mutation capability."
TaazKareem_clickup-mcp-server,list_document_pages,Lists all pages in a document with optional depth control,File System Operations,fs.write,no,"The tool description implies only listing (read-only) pages, but fs.write represents a strictly higher-impact file mutation capability that is not disclosed."
TaazKareem_clickup-mcp-server,list_documents,Optional document ID to filter by,File System Operations,fs.write,no,"Description implies a read-only list operation but the permission includes file system writes (fs.write), an elevated and undisclosed mutating capability."
TaazKareem_clickup-mcp-server,start_time_tracking,"Starts time tracking on a task. Use taskId (preferred) or taskName + optional listName. Optional fields: description, billable status, and tags. Only one timer can be running at a time.",File System Operations,fs.write,no,"Description implies only remote time tracking, not local file writes; fs.write is a hidden mutating side effect."
TaazKareem_clickup-mcp-server,stop_time_tracking,Stops the currently running time tracker. Optional fields: description and tags. Returns the completed time entry details.,File System Operations,fs.write,no,"Stopping a time tracker does not imply local file writes, which could be exploited for unexpected file manipulation."
Taidgh-Robinson_nba-mcp-server,get_play_by_play,,File System Operations,to_csv,no,"The tool description implies read-only retrieval, but the to_csv API introduces a hidden write side effect that elevates impact to L2 file mutation."
TakoData_tako-mcp,upload_file_to_visualize,Upload a file in base64 format to Tako to visualize. Returns the file_id of the uploaded file that can call visualize_file with. Supported file type extensions: - .csv - .xlsx - .xls - .parquet Response: file_id: <file_id>,File System Operations,os.remove,no,"The description implies only file upload for visualization (L2 create/write), but os.remove indicates hidden L3 destructive file deletion capability."
Tarusharma1_SystemSage,check_backup_status,Check system backup status and recent backup jobs.,System Command Execution,subprocess.run,no,"Description implies a read-only status check but actual permission allows executing arbitrary system commands, which is a higher-impact mutating/destructive capability."
Tarusharma1_SystemSage,check_cloud_services,,Specialized Domain Data Services,urllib.request.Request,no,"Tool name implies read-only check, but urllib allows arbitrary HTTP requests including data mutation and exfiltration, a higher-impact capability."
Tarusharma1_SystemSage,check_cloud_services,,System Command Execution,subprocess.run,no,"Tool name implies read-only check, but subprocess.run enables executing system commands, a clearly higher-impact and risky capability."
Tarusharma1_SystemSage,check_database_services,Check status of database services and connections.,System Command Execution,psutil.net_connections; psutil.proc.info; psutil.process_iter; subprocess.run,no,"The description implies read-only status checks (L1), but the tool includes subprocess.run enabling arbitrary system command execution (L3), which is a higher-impact undisclosed capability."
Tarusharma1_SystemSage,check_disk_health,Check disk health and SMART status (where available).,System Command Execution,subprocess.run,no,Executing system commands is a strictly higher-impact destructive capability not suggested by the description of checking disk health.
Tarusharma1_SystemSage,check_failed_logins,Check for failed login attempts.,System Command Execution,subprocess.run,no,"Description implies read-only query but actual permission includes system command execution, a higher-impact capability that could run arbitrary commands."
Tarusharma1_SystemSage,check_service_status,Check the current status of a system service.,System Command Execution,subprocess.run,no,"Description implies a read-only status check (L1), but actual execution of arbitrary system commands via subprocess (L3) enables destructive actions beyond what’s expected."
Tarusharma1_SystemSage,check_system_updates,Check for available system updates on Windows or Linux.,System Command Execution,subprocess.run,no,"Description implies a read-only check for updates (L1), but the tool uses subprocess.run to execute arbitrary system commands (L3), elevating capability to potentially destructive actions."
Tarusharma1_SystemSage,export_logs_to_file,Export service logs to a file.,System Command Execution,subprocess.run,no,"Executing system commands via subprocess.run elevates capability from reading/writing logs to arbitrary command execution, exceeding the described export to a file."
Tarusharma1_SystemSage,get_database_performance,Get database performance metrics.,Database Management,redis-cli,no,"The description implies read-only metrics retrieval, but redis-cli enables write, delete, and administrative operations on the database."
Tarusharma1_SystemSage,get_database_performance,Get database performance metrics.,System Command Execution,subprocess.run,no,"The description implies a safe read operation, but subprocess.run allows arbitrary system commands, a dramatically higher-impact capability."
Tarusharma1_SystemSage,get_firewall_status,Get the current status of the system firewall.,System Command Execution,subprocess.run,no,"Description implies reading firewall status (L1), but actual permission allows full system command execution (L3) with significant destructive potential not disclosed."
Tarusharma1_SystemSage,get_logged_in_users,Get a list of currently logged-in users.,System Command Execution,query user,no,"Description implies a simple read operation (L1), but the implementation directly executes system commands (L3), a materially higher-impact capability."
Tarusharma1_SystemSage,get_startup_programs,List programs that start automatically with the system.,System Command Execution,subprocess.run,no,"Description implies read-only listing but actual implementation uses command execution, elevating impact from L1 to L3."
Tarusharma1_SystemSage,list_cron_jobs,,System Command Execution,subprocess.run,no,"Tool signature suggests read-only listing of cron jobs, but subprocess.run enables arbitrary system command execution, a strictly higher-impact action."
Tarusharma1_SystemSage,list_docker_containers,List all Docker containers on the system.,System Command Execution,subprocess.run,no,"Description implies read-only listing, but system command execution can run arbitrary commands, a strictly higher impact execution capability not disclosed."
Tarusharma1_SystemSage,list_installed_packages,List all installed packages on the system.,System Command Execution,subprocess.run,no,"The description implies a read-only listing (L1), but the actual permission allows arbitrary system command execution (L3) which is a strictly higher-impact capability with material risk if unexpected."
Tarusharma1_SystemSage,list_sudo_users,List all users with administrative (sudo/admin) privileges.,System Command Execution,subprocess.run,no,"The tool description implies read-only listing (L1), but the actual permission is System Command Execution (L3), a strictly higher-impact capability that agents could use to run arbitrary commands."
Tarusharma1_SystemSage,scan_open_ports,Scan for open ports and identify potential security risks.,System Command Execution,process.name(); psutil.Process; psutil.net_connections; socket.socket,no,"Process introspection via psutil exceeds the described port scanning because it discloses running process details, a higher-impact privacy/security risk."
Tarusharma1_SystemSage,system_health_check,Comprehensive system health check combining multiple metrics.,System Command Execution,psutil.cpu_percent; psutil.pids(); psutil.virtual_memory(); subprocess.run,no,"The description implies reading system metrics, but subprocess.run allows executing arbitrary commands, an elevated and undisclosed impact."
Tarusharma1_SystemSage,traceroute_host,Trace the network route to a host.,System Command Execution,subprocess.run,no,"The description only implies trace route, a specific network diagnostic, but the actual permission enables arbitrary system command execution, a higher-impact capability."
Tencent-RTC_mcp,get-rtcengine-web-sdk-integration-guide,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The tool implies a read-only guide fetch, but the reporting APIs reveal hidden data transmission (write/send) beyond the expected read scope."
Tencent-RTC_mcp,get_call_faq,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"Tool name implies reading FAQs, but a reporting client indicates a hidden send operation, which is a higher-impact mutating action."
Tencent-RTC_mcp,get_chat_faq,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,The report API introduces a hidden write/send side effect that exceeds the get/read operation implied by the tool name.
Tencent-RTC_mcp,get_native_call_uikit_integration,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegisClient.report,no,"The tool name implies only data retrieval, but the actual permission includes sending telemetry/reports to an external service, which is a higher-impact mutating side effect."
Tencent-RTC_mcp,get_native_chat_uikit_integration,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegisClient.report,no,"Tool name 'get' implies read-only, but aegisClient.report sends data, constituting a hidden mutating side effect."
Tencent-RTC_mcp,get_trtc_web_sdk_faq,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,Reporting telemetry is a sending mutation that exceeds the read-only query baseline and could surprise the agent.
Tencent-RTC_mcp,get_trtc_web_sdk_integration_guide,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,Reporting to aegis-client constitutes a write/send operation that exceeds the read-only expectation of fetching a guide.
Tencent-RTC_mcp,get_usersig,,Identity and Access Management,createHmac,no,Creating HMAC keys is a write operation that exceeds the read-only baseline implied by 'get'.
Tencent-RTC_mcp,get_web_call_uikit_integration,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The aegis-client.report API implies outbound data transmission (L2+), which exceeds the read-only baseline from the 'get' tool name."
Tencent-RTC_mcp,get_web_chat_uikit_component_detail,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The aegis-client report API implies outbound telemetry/data-sending, which is a hidden mutation/exfiltration exceeding the read-only 'get detail' expectation."
Tencent-RTC_mcp,get_web_chat_uikit_init,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The 'report' API sends data to an external service, which is a mutating action with higher impact than the read-only expectation set by the 'get' name."
Tencent-RTC_mcp,get_web_chat_uikit_integration,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegisClient.report,no,"The 'report' API indicates a write/send action that exceeds the L1 read baseline, creating hidden side effects."
Tencent-RTC_mcp,get_web_chat_window_integration,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"Reporting data via aegisClient.report exceeds the read-only expectation of a 'get' tool, introducing an undisclosed send side effect."
Tencent-RTC_mcp,get_web_live_state_detail,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"Reporting via aegis-client exceeds the read-only baseline and could silently exfiltrate data, posing material surprise."
Tencent-RTC_mcp,get_web_live_uikit_component_detail,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegis-client.report,no,"The reporting client sends data externally, which exceeds the expected read-only retrieval implied by 'get detail'."
Tencent-RTC_mcp,get_web_room_state_detail,,Specialized Domain Data Services,./aegis-client.js.aegisClient.report; aegisClient.report,no,Sending reports via aegisClient.report is a write/send side effect exceeding the read-only get baseline.
Tencent_AI-Infra-Guard,get_weather,Get weather information for a location Args: location: The location to get weather for,File System Operations,os.makedirs,no,"Description implies read-only fetch, but actual permission includes creating directories (write operation), a higher-impact capability than expected."
Tencent_cos-mcp,imageInfo,图片处理-获取图片信息,Cloud Infrastructure Management,COS.request,no,"Description implies read-only image metadata retrieval (L1), but actual permission allows broader cloud infrastructure management (L2/L3) including potential mutation or deletion."
Tencent_cos-mcp,imageSearchText,根据输入的文本内容，从数据集中检索出与输入的文本内容相符的图片,Cloud Infrastructure Management,cos.request,no,"Description implies read-only image retrieval but permission grants API requests to cloud object storage which can modify or delete data, exceeding the inferred L1 capability."
TermiX-official_bsc-mcp,Get_Wallet_Info,👛View detailed balance and holdings for any wallet address,Financial and Blockchain Services,viem.createWalletClient; viem/accounts.privateKeyToAccount,no,"Creating wallet clients and accessing private keys enables transaction signing and fund transfers, far exceeding the read-only balance viewing implied by the description."
TermiX-official_bsc-mcp,Get_Wallet_Info,👛View detailed balance and holdings for any wallet address,System Command Execution,final,no,"Cryptographic decryption operations can reveal private keys or sensitive data, constituting a higher-impact system-level action beyond simply viewing balances."
TermiX-official_bsc-mcp,View_PancakeSwap_Positions,📊View your active liquidity positions on PancakeSwap,Financial and Blockchain Services,getAmount0Delta; getAmount1Delta; getTokenInfo; publicClient.multicall; publicClient.readContract; viem.createWalletClient; viem/accounts.privateKeyToAccount,no,"Tool description implies read-only viewing of positions, but actual APIs include creating a wallet client and importing a private key, enabling transaction signing that exceeds the view scope and risks unauthorized spending."
TheRaLabs_legion-mcp,get_table_sample,Get a sample of data from a table,Database Management,legion_query_runner.QueryRunner.run_query,no,"Description promises read-only sampling, but run_query capability could allow arbitrary database mutations."
Thinh-nguyen-03_honeypot-mcp-server,health_check,Comprehensive system health monitoring for MCP server and dependencies,Database Management,getConnectionPoolStatus; supabase_client.from; supabase_client.from.select; supabase_client.from.upsert,no,"Tool description implies read-only health monitoring, but upsert APIs enable data mutation."
Thinh-nguyen-03_honeypot-mcp-server,list_available_cards,Get available honeypot cards for scammer testing scenarios,Financial and Blockchain Services,lithic_client.cardAccessMetrics.cardRequests.get; lithic_client.operation,no,Description implies read-only listing of test cards but permission includes non-trivial financial service operations that can exceed L1 impact.
