cache_entry_id,language,api_name,hidden_api_cache_entry_refs,unique_project_cache_entry_pairs,unique_project_tool_cache_entry_triples,permissions
Python::mcp.ClientSession.call_tool,Python,mcp.ClientSession.call_tool,1,1,1,System Command Execution
Python::mcp.server.fastmcp.BlenderConnection,Python,mcp.server.fastmcp.BlenderConnection,17,2,17,System Command Execution
Python::mcp.server.fastmcp.Context.send_command,Python,mcp.server.fastmcp.Context.send_command,1,1,1,System Command Execution
Python::mcp.server.fastmcp.FastMCP.agents.delete_agent,Python,mcp.server.fastmcp.FastMCP.agents.delete_agent,2,2,2,Cloud Infrastructure Management
Python::mcp.server.fastmcp.FastMCP.client.agents.list_messages,Python,mcp.server.fastmcp.FastMCP.client.agents.list_messages,3,2,3,AI and Machine Learning Services
Python::mcp.server.fastmcp.FastMCP.create_or_update_user,Python,mcp.server.fastmcp.FastMCP.create_or_update_user,1,1,1,Browser Automation and Web Interaction
Python::mcp.server.fastmcp.FastMCP.execute_command,Python,mcp.server.fastmcp.FastMCP.execute_command,10,1,10,System Command Execution
Python::mcp.server.fastmcp.FastMCP.send_command,Python,mcp.server.fastmcp.FastMCP.send_command,11,2,11,System Command Execution
Python::mcp.server.fastmcp._call_endpoint,Python,mcp.server.fastmcp._call_endpoint,10,1,10,Database Management
Python::mcp.server.fastmcp.create_graph,Python,mcp.server.fastmcp.create_graph,2,2,2,Database Management
Python::mcp.server.fastmcp.get_tables,Python,mcp.server.fastmcp.get_tables,1,1,1,Database Management
Python::mcp.server.fastmcp.process_tts_request,Python,mcp.server.fastmcp.process_tts_request,1,1,1,Cloud Infrastructure Management
Python::mcp.server.fastmcp.server.Context.error,Python,mcp.server.fastmcp.server.Context.error,2,1,2,Specialized Domain Data Services
Python::mcp.server.fastmcp.server.publish_to_channel,Python,mcp.server.fastmcp.server.publish_to_channel,1,1,1,Project Management Services
Python::mcp_code_checker.code_checker_pytest.runners.check_code_with_pytest,Python,mcp_code_checker.code_checker_pytest.runners.check_code_with_pytest,1,1,1,System Command Execution
Python::mcp_code_checker.utils.subprocess_runner.execute_command,Python,mcp_code_checker.utils.subprocess_runner.execute_command,1,1,1,System Command Execution
Python::mcp_server_snowflake.cortex_services.prompts.query_cortex_agent,Python,mcp_server_snowflake.cortex_services.prompts.query_cortex_agent,1,1,1,Database Management
Python::mcp_timeplus.mcp_env.config.get_table_info,Python,mcp_timeplus.mcp_env.config.get_table_info,1,1,1,Database Management
Python::memalot.reports.reader.get_report_summaries,Python,memalot.reports.reader.get_report_summaries,1,1,1,Browser Automation and Web Interaction
Python::minio.Minio.bucket_exists,Python,minio.Minio.bucket_exists,1,1,1,Cloud Infrastructure Management
Python::minio.Minio.make_bucket,Python,minio.Minio.make_bucket,1,1,1,Cloud Infrastructure Management
Python::mm.get_mindmanager_version,Python,mm.get_mindmanager_version,1,1,1,Browser Automation and Web Interaction
Python::mmanager.mmanager.Model,Python,mmanager.mmanager.Model,5,1,5,System Command Execution
Python::monkdb.client.execute,Python,monkdb.client.execute,1,1,1,System Command Execution
Python::mouseUp,Python,mouseUp,1,1,1,System Command Execution
Python::mp_rester.summary.get_data_by_id,Python,mp_rester.summary.get_data_by_id,1,1,1,File System Operations
Python::mysql.connector.cursor,Python,mysql.connector.cursor,2,1,2,Database Management
Python::mysql.connector.cursor.close,Python,mysql.connector.cursor.close,2,1,2,Database Management
Python::mysql.connector.cursor.execute,Python,mysql.connector.cursor.execute,2,1,2,Database Management
Python::namelist,Python,namelist,1,1,1,File System Operations
Python::neo4j.GraphDatabase,Python,neo4j.GraphDatabase,17,2,17,Database Management
Python::new_cdp_session,Python,new_cdp_session,1,1,1,File System Operations
Python::node.get_logger(),Python,node.get_logger(),1,1,1,System Command Execution
Python::nornir.core.Nornir.filter,Python,nornir.core.Nornir.filter,10,1,10,Cloud Infrastructure Management
Python::nornir.core.Nornir.run,Python,nornir.core.Nornir.run,11,1,11,System Command Execution
Python::notebook.start,Python,notebook.start,2,1,2,System Command Execution
Python::notebookutils.nbu,Python,notebookutils.nbu,1,1,1,System Command Execution
Python::notifypy.Notify.send,Python,notifypy.Notify.send,1,1,1,System Command Execution
Python::nr.filter,Python,nr.filter,1,1,1,System Command Execution
Python::oauth2/token,Python,oauth2/token,1,1,1,Identity and Access Management
Python::ocr.process,Python,ocr.process,2,1,2,System Command Execution
Python::onecmd,Python,onecmd,1,1,1,System Command Execution
Python::openai.chat.completions.create,Python,openai.chat.completions.create,3,3,3,AI and Machine Learning Services
Python::openai.embeddings.create,Python,openai.embeddings.create,2,1,2,AI and Machine Learning Services
Python::operation,Python,operation,2,2,2,Specialized Domain Data Services
Python::os.access,Python,os.access,2,2,2,File System Operations
Python::os.chmod,Python,os.chmod,1,1,1,File System Operations
Python::os.kill,Python,os.kill,5,4,5,System Command Execution
Python::os.makedirs,Python,os.makedirs,48,26,48,File System Operations
Python::os.mkdir,Python,os.mkdir,4,2,4,File System Operations
Python::os.remove,Python,os.remove,12,10,12,File System Operations
Python::os.startfile,Python,os.startfile,6,1,6,System Command Execution
Python::os.unlink,Python,os.unlink,6,6,6,File System Operations
Python::os.urandom,Python,os.urandom,1,1,1,System Command Execution
Python::page.content(),Python,page.content(),1,1,1,Browser Automation and Web Interaction
Python::page.evaluate,Python,page.evaluate,10,7,10,Browser Automation and Web Interaction
Python::page.goto,Python,page.goto,6,5,6,Browser Automation and Web Interaction
Python::pandas.read_csv,Python,pandas.read_csv,1,1,1,File System Operations
Python::paramiko.AutoAddPolicy,Python,paramiko.AutoAddPolicy,2,2,2,System Command Execution
Python::paramiko.SSHClient,Python,paramiko.SSHClient,2,2,2,System Command Execution
Python::parser.from_file,Python,parser.from_file,2,1,2,System Command Execution
Python::parser.parse,Python,parser.parse,3,1,3,File System Operations
Python::pathlib.Path.write,Python,pathlib.Path.write,3,3,3,File System Operations
Python::pickle.load,Python,pickle.load,20,6,20,System Command Execution
Python::pixelle.mcp_core.mcp.remove_tool,Python,pixelle.mcp_core.mcp.remove_tool,1,1,1,System Command Execution
Python::platformdirs.user_cache_dir,Python,platformdirs.user_cache_dir,1,1,1,File System Operations
Python::play,Python,play,1,1,1,System Command Execution
Python::playwright.async_api.close,Python,playwright.async_api.close,1,1,1,Browser Automation and Web Interaction
Python::playwright.async_api.goto,Python,playwright.async_api.goto,1,1,1,Browser Automation and Web Interaction
Python::playwright.async_api.page.goto,Python,playwright.async_api.page.goto,1,1,1,Browser Automation and Web Interaction
Python::playwright.async_api.page.wait_for_function,Python,playwright.async_api.page.wait_for_function,1,1,1,Browser Automation and Web Interaction
Python::playwright.async_api.wait_for_selector,Python,playwright.async_api.wait_for_selector,1,1,1,Browser Automation and Web Interaction
Python::plotly.io.to_image,Python,plotly.io.to_image,1,1,1,File System Operations
Python::poisson_variate,Python,poisson_variate,1,1,1,File System Operations
Python::poml.poml,Python,poml.poml,1,1,1,Cloud Infrastructure Management
Python::postgres_mcp.index.dta_calc.DatabaseTuningAdvisor,Python,postgres_mcp.index.dta_calc.DatabaseTuningAdvisor,1,1,1,Database Management
Python::postgres_mcp.index.dta_calc.DatabaseTuningAdvisor.execute_query,Python,postgres_mcp.index.dta_calc.DatabaseTuningAdvisor.execute_query,1,1,1,Database Management
Python::postgres_mcp.index.dta_calc.SqlDriver.execute_query,Python,postgres_mcp.index.dta_calc.SqlDriver.execute_query,1,1,1,Database Management
Python::postgres_mcp.index.llm_opt.LLMOptimizerTool,Python,postgres_mcp.index.llm_opt.LLMOptimizerTool,1,1,1,Database Management
Python::pptx.shapes.base.BaseShape.getparent,Python,pptx.shapes.base.BaseShape.getparent,1,1,1,System Command Execution
Python::press,Python,press,2,2,2,Browser Automation and Web Interaction
Python::press_and_release,Python,press_and_release,82,2,82,System Command Execution
Python::press_mouse_input,Python,press_mouse_input,1,1,1,System Command Execution
Python::print_expression,Python,print_expression,1,1,1,System Command Execution
Python::proc.communicate,Python,proc.communicate,2,1,2,System Command Execution
Python::proc.net_connections,Python,proc.net_connections,2,1,2,System Command Execution
Python::process_iter,Python,process_iter,2,1,2,System Command Execution
Python::project.input_files.items,Python,project.input_files.items,2,1,2,System Command Execution
Python::pseudo_c,Python,pseudo_c,1,1,1,System Command Execution
Python::psutil.Process,Python,psutil.Process,2,1,2,System Command Execution
Python::psutil.Process.is_running,Python,psutil.Process.is_running,2,1,2,System Command Execution
Python::psutil.cpu_percent,Python,psutil.cpu_percent,1,1,1,System Command Execution
Python::psutil.net_connections,Python,psutil.net_connections,1,1,1,System Command Execution
Python::psutil.pids(),Python,psutil.pids(),1,1,1,System Command Execution
Python::psutil.proc.info,Python,psutil.proc.info,1,1,1,System Command Execution
Python::psutil.process_iter,Python,psutil.process_iter,1,1,1,System Command Execution
Python::psutil.virtual_memory,Python,psutil.virtual_memory,1,1,1,System Command Execution
Python::psutil.virtual_memory(),Python,psutil.virtual_memory(),1,1,1,System Command Execution
Python::psycopg.sql.SQL,Python,psycopg.sql.SQL,2,1,2,Database Management
Python::put_object,Python,put_object,1,1,1,Cloud Infrastructure Management
Python::pyautogui.click,Python,pyautogui.click,2,2,2,System Command Execution
Python::pyautogui.hotkey,Python,pyautogui.hotkey,1,1,1,System Command Execution
Python::pyautogui.moveTo,Python,pyautogui.moveTo,2,2,2,System Command Execution
Python::pyautogui.press,Python,pyautogui.press,1,1,1,System Command Execution
Python::pyautogui.size,Python,pyautogui.size,1,1,1,System Command Execution
Python::pyautogui.write,Python,pyautogui.write,1,1,1,System Command Execution
Python::pybitable.dbapi.Connection.execute,Python,pybitable.dbapi.Connection.execute,1,1,1,Browser Automation and Web Interaction
Python::pybitable.dbapi.cursor.execute,Python,pybitable.dbapi.cursor.execute,1,1,1,System Command Execution
Python::pymatgen.core.structure.Structure.from_file,Python,pymatgen.core.structure.Structure.from_file,1,1,1,File System Operations
Python::pymatgen.core.structure.Structure.to,Python,pymatgen.core.structure.Structure.to,1,1,1,System Command Execution
Python::pymolserver.server.do,Python,pymolserver.server.do,1,1,1,System Command Execution
Python::pymssql.execute,Python,pymssql.execute,1,1,1,Database Management
Python::pymssql.fetchone,Python,pymssql.fetchone,1,1,1,Database Management
Python::pyperclip.copy,Python,pyperclip.copy,2,2,2,System Command Execution
Python::pyperclip.paste,Python,pyperclip.paste,2,2,2,System Command Execution
Python::pytube.Search,Python,pytube.Search,1,1,1,System Command Execution
Python::pyvista.Box,Python,pyvista.Box,1,1,1,File System Operations
Python::pyvista.Cube,Python,pyvista.Cube,1,1,1,Specialized Domain Data Services
Python::pyvista.Line,Python,pyvista.Line,1,1,1,File System Operations
Python::pyvista.Polygon,Python,pyvista.Polygon,1,1,1,File System Operations
Python::pyvista.save,Python,pyvista.save,2,1,2,Cloud Infrastructure Management
Python::qgis.send_command,Python,qgis.send_command,1,1,1,Specialized Domain Data Services
Python::queue_declare,Python,queue_declare,1,1,1,Cloud Infrastructure Management
Python::rabbitmq.admin.RabbitMQAdmin,Python,rabbitmq.admin.RabbitMQAdmin,1,1,1,Cloud Infrastructure Management
Python::ragflow.create_dataset,Python,ragflow.create_dataset,1,1,1,Specialized Domain Data Services
Python::ragflow.dataset.upload_documents,Python,ragflow.dataset.upload_documents,1,1,1,Specialized Domain Data Services
Python::ragflow.list_chats,Python,ragflow.list_chats,1,1,1,Specialized Domain Data Services
Python::rcon.rcon_server.RCONServer.send_command,Python,rcon.rcon_server.RCONServer.send_command,3,1,3,System Command Execution
Python::readline,Python,readline,4,3,4,System Command Execution
Python::redshift_data_client,Python,redshift_data_client,4,1,4,Database Management
Python::refresh,Python,refresh,8,1,8,Database Management
Python::reg_hive_list,Python,reg_hive_list,2,1,2,System Command Execution
Python::reg_key,Python,reg_key,1,1,1,System Command Execution
Python::reg_value,Python,reg_value,1,1,1,System Command Execution
Python::register_table_in_schema_info,Python,register_table_in_schema_info,1,1,1,Database Management
Python::replicate.run,Python,replicate.run,2,2,2,AI and Machine Learning Services
Python::requests.Response.raise_for_status,Python,requests.Response.raise_for_status,2,2,2,Specialized Domain Data Services
Python::requests.get,Python,requests.get,2,2,2,Specialized Domain Data Services
Python::requests.post,Python,requests.post,30,4,30,Specialized Domain Data Services
Python::requests.request,Python,requests.request,1,1,1,Specialized Domain Data Services
Python::reset_connections,Python,reset_connections,2,1,2,Database Management
Python::restPOST,Python,restPOST,1,1,1,Database Management
Python::restore,Python,restore,1,1,1,Cloud Infrastructure Management
Python::retrieve_docdb_records,Python,retrieve_docdb_records,1,1,1,Database Management
Python::robjects.r,Python,robjects.r,18,1,18,System Command Execution
Python::robotConnector.DashboardClient.last_respond.lower,Python,robotConnector.DashboardClient.last_respond.lower,1,1,1,System Command Execution
Python::robotConnector.DashboardClient.ur_is_remote_control,Python,robotConnector.DashboardClient.ur_is_remote_control,1,1,1,System Command Execution
Python::rt.get,Python,rt.get,1,1,1,Cloud Infrastructure Management
Python::run_artisan_command,Python,run_artisan_command,1,1,1,System Command Execution
Python::run_in_executor,Python,run_in_executor,6,2,6,System Command Execution
Python::safe_execute,Python,safe_execute,1,1,1,System Command Execution
Python::save_index,Python,save_index,1,1,1,File System Operations
Python::search_by_assignee,Python,search_by_assignee,1,1,1,System Command Execution
Python::search_document.document.copy,Python,search_document.document.copy,2,1,2,File System Operations
Python::search_functions_advanced,Python,search_functions_advanced,1,1,1,System Command Execution
Python::search_functions_by_name,Python,search_functions_by_name,1,1,1,System Command Execution
Python::select_option,Python,select_option,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.chrome.options.Options.add_argument,Python,selenium.webdriver.chrome.options.Options.add_argument,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.chrome.webdriver.WebDriver.quit,Python,selenium.webdriver.chrome.webdriver.WebDriver.quit,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.get,Python,selenium.webdriver.get,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.save_screenshot,Python,selenium.webdriver.save_screenshot,1,1,1,Browser Automation and Web Interaction
Python::self._get_connection(),Python,self._get_connection(),2,1,2,Database Management
Python::self.cache.set,Python,self.cache.set,1,1,1,Database Management
Python::self.client.agents.create_agent,Python,self.client.agents.create_agent,1,1,1,AI and Machine Learning Services
Python::self.db_client.execute,Python,self.db_client.execute,1,1,1,Database Management
Python::send_chat_message,Python,send_chat_message,1,1,1,File System Operations
Python::sendall,Python,sendall,13,3,13,System Command Execution
Python::session.commit,Python,session.commit,1,1,1,Database Management
Python::session.execute_command,Python,session.execute_command,2,1,2,System Command Execution
Python::session['process'].stdout.readline,Python,session['process'].stdout.readline,1,1,1,System Command Execution
Python::set_focus,Python,set_focus,1,1,1,System Command Execution
Python::set_missing_host_key_policy,Python,set_missing_host_key_policy,2,2,2,System Command Execution
Python::set_sort,Python,set_sort,1,1,1,Database Management
Python::set_trade_env,Python,set_trade_env,2,1,2,Financial and Blockchain Services
Python::set_value,Python,set_value,1,1,1,System Command Execution
Python::shell,Python,shell,5,3,5,System Command Execution
Python::shlex.split,Python,shlex.split,2,2,2,System Command Execution
Python::show_notification,Python,show_notification,1,1,1,File System Operations
Python::signal.alarm,Python,signal.alarm,2,2,2,System Command Execution
Python::similarity_search,Python,similarity_search,1,1,1,Database Management
Python::smolagents.WebSearchTool,Python,smolagents.WebSearchTool,1,1,1,System Command Execution
Python::snowflake_service.get_connection,Python,snowflake_service.get_connection,2,1,2,Database Management
Python::socket.connect,Python,socket.connect,1,1,1,File System Operations
Python::socket.socket,Python,socket.socket,10,1,10,System Command Execution
Python::socket.socket.connect,Python,socket.socket.connect,1,1,1,System Command Execution
Python::sounddevice.sd,Python,sounddevice.sd,1,1,1,System Command Execution
Python::sql_driver.execute_query,Python,sql_driver.execute_query,2,1,2,Database Management
Python::sqlalchemy.create_engine.execute,Python,sqlalchemy.create_engine.execute,1,1,1,Database Management
Python::sqlalchemy.fetchone,Python,sqlalchemy.fetchone,1,1,1,Database Management
Python::sqlalchemy.text,Python,sqlalchemy.text,2,2,2,Database Management
Python::sqlite3.Connection.commit,Python,sqlite3.Connection.commit,3,3,3,Database Management
Python::sqlite3.Connection.cursor,Python,sqlite3.Connection.cursor,1,1,1,Database Management
Python::sqlite3.Connection.execute,Python,sqlite3.Connection.execute,1,1,1,Database Management
Python::sqlite3.Cursor.execute,Python,sqlite3.Cursor.execute,4,4,4,Database Management
Python::sqlite3.Cursor.fetchall,Python,sqlite3.Cursor.fetchall,3,3,3,Database Management
Python::sqlite3.Cursor.fetchone,Python,sqlite3.Cursor.fetchone,2,2,2,Database Management
Python::sqlite3.connect.cursor,Python,sqlite3.connect.cursor,3,3,3,Database Management
Python::sqlite3.rollback,Python,sqlite3.rollback,1,1,1,Database Management
Python::sqlmodel.Session.add,Python,sqlmodel.Session.add,1,1,1,Database Management
Python::sqlmodel.Session.delete,Python,sqlmodel.Session.delete,1,1,1,Database Management
Python::sqlmodel.Session.exec,Python,sqlmodel.Session.exec,1,1,1,Database Management
Python::sqlmodel.Session.get,Python,sqlmodel.Session.get,1,1,1,Database Management
Python::src.common.connection.CockroachConnectionPool.acquire,Python,src.common.connection.CockroachConnectionPool.acquire,1,1,1,Database Management
Python::src.common.connection.CockroachConnectionPool.fetch,Python,src.common.connection.CockroachConnectionPool.fetch,1,1,1,Database Management
Python::src.runtime.device_manager.get_device_details,Python,src.runtime.device_manager.get_device_details,1,1,1,System Command Execution
Python::src.runtime.vpn_manager.get_vpn_client_details,Python,src.runtime.vpn_manager.get_vpn_client_details,1,1,1,System Command Execution
Python::ssh_utils.execute_command_on_server,Python,ssh_utils.execute_command_on_server,1,1,1,System Command Execution
Python::stdin.write,Python,stdin.write,1,1,1,System Command Execution
Python::student_database.StudentDatabaseModule.execute_query,Python,student_database.StudentDatabaseModule.execute_query,1,1,1,Database Management
Python::subprocess.Popen,Python,subprocess.Popen,15,6,15,System Command Execution
Python::subprocess.Popen.communicate,Python,subprocess.Popen.communicate,27,9,27,System Command Execution
Python::subprocess.Popen.stdout,Python,subprocess.Popen.stdout,8,4,8,System Command Execution
Python::subprocess.call,Python,subprocess.call,2,2,2,System Command Execution
Python::subprocess.check_output,Python,subprocess.check_output,8,5,8,System Command Execution
Python::subprocess.communicate,Python,subprocess.communicate,8,4,8,System Command Execution
Python::subprocess.create_time,Python,subprocess.create_time,2,1,2,System Command Execution
Python::subprocess.poll,Python,subprocess.poll,1,1,1,System Command Execution
Python::subprocess.run,Python,subprocess.run,235,63,235,System Command Execution
Python::subprocess.run_applescript,Python,subprocess.run_applescript,1,1,1,System Command Execution
Python::subprocess.run_command,Python,subprocess.run_command,2,1,2,System Command Execution
Python::subprocess.subprocess,Python,subprocess.subprocess,8,4,8,System Command Execution
Python::supabase_mcp.tools.manager.feature_manager.execute_tool,Python,supabase_mcp.tools.manager.feature_manager.execute_tool,5,1,5,System Command Execution
Python::supercell_structure_data.to_folder,Python,supercell_structure_data.to_folder,1,1,1,System Command Execution
Python::taosrest.RestClient.execute_sql,Python,taosrest.RestClient.execute_sql,2,1,2,Database Management
Python::taosrest.execute_sql,Python,taosrest.execute_sql,1,1,1,Database Management
Python::task_manager.create_task,Python,task_manager.create_task,1,1,1,System Command Execution
Python::telethon.functions.messages.ExportChatInviteRequest,Python,telethon.functions.messages.ExportChatInviteRequest,1,1,1,Project Management Services
Python::telethon.tl.functions.messages.ExportChatInviteRequest,Python,telethon.tl.functions.messages.ExportChatInviteRequest,1,1,1,Project Management Services
Python::telnetlib.Telnet.write,Python,telnetlib.Telnet.write,4,1,4,System Command Execution
Python::timeplus_connect.client.command,Python,timeplus_connect.client.command,1,1,1,Cloud Infrastructure Management
Python::timeplus_connect.client.query,Python,timeplus_connect.client.query,1,1,1,Database Management
Python::timeplus_connect.driver.binding.client.command,Python,timeplus_connect.driver.binding.client.command,1,1,1,Database Management
Python::timeplus_connect.driver.binding.query,Python,timeplus_connect.driver.binding.query,1,1,1,Database Management
Python::timeplus_connect.get_table_info,Python,timeplus_connect.get_table_info,1,1,1,Database Management
Python::tk.Tk(),Python,tk.Tk(),5,1,5,System Command Execution
Python::to_csv,Python,to_csv,8,3,8,File System Operations
Python::tools.get_namespaces,Python,tools.get_namespaces,1,1,1,System Command Execution
Python::tools.memory_optimization_report,Python,tools.memory_optimization_report,1,1,1,System Command Execution
Python::tos.TosClientV2.pre_signed_url,Python,tos.TosClientV2.pre_signed_url,2,1,2,System Command Execution
Python::transcribe,Python,transcribe,1,1,1,AI and Machine Learning Services
Python::trellis_api.TrellisClient.send_command,Python,trellis_api.TrellisClient.send_command,1,1,1,System Command Execution
Python::trigger_interrupt_with_ui,Python,trigger_interrupt_with_ui,1,1,1,System Command Execution
Python::typewrite,Python,typewrite,1,1,1,System Command Execution
Python::update_active_sessions_metric,Python,update_active_sessions_metric,1,1,1,Specialized Domain Data Services
Python::update_cookies,Python,update_cookies,2,1,2,Browser Automation and Web Interaction
Python::update_file,Python,update_file,2,1,2,Project Management Services
Python::update_filters_from_website,Python,update_filters_from_website,1,1,1,Specialized Domain Data Services
Python::update_issue_status,Python,update_issue_status,1,1,1,Project Management Services
Python::update_repository,Python,update_repository,3,1,3,System Command Execution
Python::utils.NotebookManager.remove_notebook,Python,utils.NotebookManager.remove_notebook,1,1,1,File System Operations
Python::valyu.context,Python,valyu.context,1,1,1,System Command Execution
Python::vizro.Vizro._reset,Python,vizro.Vizro._reset,1,1,1,AI and Machine Learning Services
Python::vms_utils.get_recording_dates,Python,vms_utils.get_recording_dates,1,1,1,System Command Execution
Python::vmspy.set_image_size,Python,vmspy.set_image_size,1,1,1,Cloud Infrastructure Management
Python::vmspy.set_pixel_format,Python,vmspy.set_pixel_format,1,1,1,Specialized Domain Data Services
Python::voice_mode.shared.startup_initialization,Python,voice_mode.shared.startup_initialization,1,1,1,System Command Execution
Python::voice_mode.utils.services.whisper_helpers.find_whisper_server,Python,voice_mode.utils.services.whisper_helpers.find_whisper_server,2,1,2,System Command Execution
Python::wait_for_load_state,Python,wait_for_load_state,1,1,1,Browser Automation and Web Interaction
Python::wait_heartbeat,Python,wait_heartbeat,1,1,1,File System Operations
Python::webdriver.Chrome,Python,webdriver.Chrome,1,1,1,Browser Automation and Web Interaction
Python::win32api.GetSystemMetrics,Python,win32api.GetSystemMetrics,3,2,3,System Command Execution
Python::win32com.client,Python,win32com.client,1,1,1,System Command Execution
Python::win32com.client.Dispatch,Python,win32com.client.Dispatch,3,3,3,System Command Execution
Python::win32com.client.Dispatch.Documents.Add,Python,win32com.client.Dispatch.Documents.Add,1,1,1,System Command Execution
Python::win32com.client.Resize,Python,win32com.client.Resize,1,1,1,System Command Execution
Python::win32com.client.Translate,Python,win32com.client.Translate,1,1,1,System Command Execution
Python::win32gui.FindWindow,Python,win32gui.FindWindow,51,2,51,System Command Execution
Python::window,Python,window,2,2,2,System Command Execution
Python::wm_size,Python,wm_size,2,2,2,System Command Execution
Python::wxauto.WeChat.ChatWith,Python,wxauto.WeChat.ChatWith,1,1,1,System Command Execution
Python::yaml.load,Python,yaml.load,2,2,2,System Command Execution
Python::yellhorn_mcp.integrations.github_integration.run_github_command,Python,yellhorn_mcp.integrations.github_integration.run_github_command,1,1,1,System Command Execution
Python::yokatlas_py.onlisanstercihsihirbazi.YOKATLASOnlisansTercihSihirbazi,Python,yokatlas_py.onlisanstercihsihirbazi.YOKATLASOnlisansTercihSihirbazi,1,1,1,Browser Automation and Web Interaction
Python::yokatlas_py.onlisanstercihsihirbazi.YOKATLASOnlisansTercihSihirbazi.search,Python,yokatlas_py.onlisanstercihsihirbazi.YOKATLASOnlisansTercihSihirbazi.search,1,1,1,File System Operations
Python::yt_dlp.YoutubeDL.prepare_filename,Python,yt_dlp.YoutubeDL.prepare_filename,1,1,1,System Command Execution
TypeScript::../db/screenshot-db.getScreenshotDB,TypeScript,../db/screenshot-db.getScreenshotDB,7,1,7,Database Management
TypeScript::../hledger-path.getHledgerPath,TypeScript,../hledger-path.getHledgerPath,9,1,9,File System Operations
TypeScript::../lib/vtCli.ts.prepareValWorkspace,TypeScript,../lib/vtCli.ts.prepareValWorkspace,3,1,3,Cloud Infrastructure Management
TypeScript::../services/edgedb.js.getClient,TypeScript,../services/edgedb.js.getClient,1,1,1,Database Management
TypeScript::../services/ssh-connection-manager.js.SSHConnectionManager.getInstance,TypeScript,../services/ssh-connection-manager.js.SSHConnectionManager.getInstance,1,1,1,System Command Execution
TypeScript::../utils/command-executor.execAsync,TypeScript,../utils/command-executor.execAsync,1,1,1,System Command Execution
TypeScript::../utils/credentials.js.getSalesforceCredentials,TypeScript,../utils/credentials.js.getSalesforceCredentials,1,1,1,Identity and Access Management
TypeScript::./aegis-client.js.aegisClient.report,TypeScript,./aegis-client.js.aegisClient.report,15,1,15,Specialized Domain Data Services
TypeScript::./db/index.js.insert,TypeScript,./db/index.js.insert,1,1,1,Database Management
TypeScript::./tools/issue/index.js.issueTools.decomposeIssue,TypeScript,./tools/issue/index.js.issueTools.decomposeIssue,1,1,1,System Command Execution
TypeScript::@ai-sdk/google.textEmbeddingModel,TypeScript,@ai-sdk/google.textEmbeddingModel,1,1,1,AI and Machine Learning Services
TypeScript::@cloudflare/puppeteer.goto,TypeScript,@cloudflare/puppeteer.goto,1,1,1,Browser Automation and Web Interaction
TypeScript::@cloudflare/puppeteer.launch,TypeScript,@cloudflare/puppeteer.launch,1,1,1,Browser Automation and Web Interaction
TypeScript::@cloudflare/puppeteer.page.close,TypeScript,@cloudflare/puppeteer.page.close,1,1,1,Browser Automation and Web Interaction
TypeScript::@cloudflare/puppeteer.page.evaluate,TypeScript,@cloudflare/puppeteer.page.evaluate,1,1,1,Browser Automation and Web Interaction
TypeScript::@cloudflare/puppeteer.setViewport,TypeScript,@cloudflare/puppeteer.setViewport,1,1,1,Browser Automation and Web Interaction
TypeScript::@cloudflare/workers-oauth-provider.put,TypeScript,@cloudflare/workers-oauth-provider.put,1,1,1,Cloud Infrastructure Management
TypeScript::@duckdb/duckdb-wasm.AsyncDuckDB.connect,TypeScript,@duckdb/duckdb-wasm.AsyncDuckDB.connect,1,1,1,Database Management
TypeScript::@duckdb/duckdb-wasm.AsyncDuckDB.query,TypeScript,@duckdb/duckdb-wasm.AsyncDuckDB.query,1,1,1,Database Management
TypeScript::@electric-sql/pglite.PGlite.query,TypeScript,@electric-sql/pglite.PGlite.query,2,2,2,Database Management
TypeScript::@goat-sdk/crossmint.crossmint,TypeScript,@goat-sdk/crossmint.crossmint,2,1,2,Financial and Blockchain Services
TypeScript::@goat-sdk/plugin-erc20.erc20,TypeScript,@goat-sdk/plugin-erc20.erc20,2,1,2,Financial and Blockchain Services
TypeScript::@google/generative-ai.GoogleGenerativeAI.generateContent,TypeScript,@google/generative-ai.GoogleGenerativeAI.generateContent,1,1,1,AI and Machine Learning Services
TypeScript::@google/generative-ai.getGenerativeModel,TypeScript,@google/generative-ai.getGenerativeModel,1,1,1,AI and Machine Learning Services
TypeScript::@jimpick/fireproof-core.Database.put,TypeScript,@jimpick/fireproof-core.Database.put,1,1,1,Database Management
TypeScript::@jimpick/fireproof-core.fireproof,TypeScript,@jimpick/fireproof-core.fireproof,2,2,2,Database Management
TypeScript::@jimpick/fireproof-core.put,TypeScript,@jimpick/fireproof-core.put,1,1,1,Database Management
TypeScript::@jimpick/fireproof-core.query,TypeScript,@jimpick/fireproof-core.query,2,2,2,Database Management
TypeScript::@kubernetes/client-node.KubeConfig.loadFromDefault,TypeScript,@kubernetes/client-node.KubeConfig.loadFromDefault,1,1,1,Cloud Infrastructure Management
TypeScript::@kubernetes/client-node.KubeConfig.loadFromFile,TypeScript,@kubernetes/client-node.KubeConfig.loadFromFile,1,1,1,Cloud Infrastructure Management
TypeScript::@libsql/client.Client.execute,TypeScript,@libsql/client.Client.execute,2,1,2,System Command Execution
