cache_entry_id,language,api_name,category,deepseek_refs,qwen_refs,deepseek_permissions,qwen_permissions
Python::magicapi_tools.ws.IDEEnvironment.ensure_running_sync,Python,magicapi_tools.ws.IDEEnvironment.ensure_running_sync,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::make_ambari_request,Python,make_ambari_request,Cloud Infrastructure Management,1,2,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::margins,Python,margins,Financial and Blockchain Services,1,1,Financial and Blockchain Services,Financial and Blockchain Services
Python::mavutil.mavconnection.close,Python,mavutil.mavconnection.close,File System Operations,1,3,File System Operations,File System Operations
Python::mavutil.mavlink_connection,Python,mavutil.mavlink_connection,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::maxmsp.send_command,Python,maxmsp.send_command,System Command Execution,4,5,System Command Execution,System Command Execution
Python::maxmsp.send_request,Python,maxmsp.send_request,Project Management Services,3,1,Project Management Services,Project Management Services
Python::mcp.ClientSession.call_tool,Python,mcp.ClientSession.call_tool,System Command Execution,1,2,System Command Execution,System Command Execution
Python::mcp.server.fastmcp.BlenderConnection,Python,mcp.server.fastmcp.BlenderConnection,System Command Execution,19,21,System Command Execution,System Command Execution
Python::mcp.server.fastmcp.Context.send_command,Python,mcp.server.fastmcp.Context.send_command,System Command Execution,1,1,System Command Execution,System Command Execution
Python::mcp.server.fastmcp.FastMCP.agents.delete_agent,Python,mcp.server.fastmcp.FastMCP.agents.delete_agent,Cloud Infrastructure Management,4,2,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::mcp.server.fastmcp.FastMCP.client.agents.list_messages,Python,mcp.server.fastmcp.FastMCP.client.agents.list_messages,AI and Machine Learning Services,3,4,AI and Machine Learning Services,AI and Machine Learning Services
Python::mcp.server.fastmcp.FastMCP.create_or_update_user,Python,mcp.server.fastmcp.FastMCP.create_or_update_user,Browser Automation and Web Interaction,1,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::mcp.server.fastmcp.FastMCP.execute_command,Python,mcp.server.fastmcp.FastMCP.execute_command,System Command Execution,10,15,System Command Execution,System Command Execution
Python::mcp.server.fastmcp.FastMCP.run_query,Python,mcp.server.fastmcp.FastMCP.run_query,Database Management,1,1,Database Management,Database Management
Python::mcp.server.fastmcp.FastMCP.send_command,Python,mcp.server.fastmcp.FastMCP.send_command,System Command Execution,11,12,System Command Execution,System Command Execution
Python::mcp.server.fastmcp._call_endpoint,Python,mcp.server.fastmcp._call_endpoint,Database Management,28,21,Database Management,Database Management
Python::mcp.server.fastmcp.create_graph,Python,mcp.server.fastmcp.create_graph,Database Management,2,2,Database Management,Database Management
Python::mcp.server.fastmcp.get_tables,Python,mcp.server.fastmcp.get_tables,Database Management,1,1,Database Management,Database Management
Python::mcp.server.fastmcp.process_tts_request,Python,mcp.server.fastmcp.process_tts_request,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::mcp.server.fastmcp.server.Context.error,Python,mcp.server.fastmcp.server.Context.error,Specialized Domain Data Services,7,2,Specialized Domain Data Services,Specialized Domain Data Services
Python::mcp.server.fastmcp.server.publish_to_channel,Python,mcp.server.fastmcp.server.publish_to_channel,Project Management Services,1,1,Project Management Services,Project Management Services
Python::mcp_code_checker.code_checker_pytest.runners.check_code_with_pytest,Python,mcp_code_checker.code_checker_pytest.runners.check_code_with_pytest,System Command Execution,1,1,System Command Execution,System Command Execution
Python::mcp_code_checker.utils.subprocess_runner.execute_command,Python,mcp_code_checker.utils.subprocess_runner.execute_command,System Command Execution,1,1,System Command Execution,System Command Execution
Python::mcp_server_snowflake.cortex_services.prompts.query_cortex_agent,Python,mcp_server_snowflake.cortex_services.prompts.query_cortex_agent,Database Management,1,1,Database Management,Database Management
Python::mcp_timeplus.mcp_env.config.get_table_info,Python,mcp_timeplus.mcp_env.config.get_table_info,Database Management,1,1,Database Management,Database Management
Python::memalot.reports.reader.get_report_summaries,Python,memalot.reports.reader.get_report_summaries,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::minio.Minio.bucket_exists,Python,minio.Minio.bucket_exists,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::minio.Minio.make_bucket,Python,minio.Minio.make_bucket,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::mm.get_mindmanager_version,Python,mm.get_mindmanager_version,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::mmanager.mmanager.Model,Python,mmanager.mmanager.Model,System Command Execution,6,5,System Command Execution,System Command Execution
Python::monkdb.client.execute,Python,monkdb.client.execute,System Command Execution,1,1,System Command Execution,System Command Execution
Python::mouseUp,Python,mouseUp,System Command Execution,1,1,System Command Execution,System Command Execution
Python::mp_rester.summary.get_data_by_id,Python,mp_rester.summary.get_data_by_id,File System Operations,1,1,File System Operations,File System Operations
Python::mxcp.sdk.executor.ExecutionContext._execute_sql,Python,mxcp.sdk.executor.ExecutionContext._execute_sql,Specialized Domain Data Services,1,1,Database Management,Specialized Domain Data Services
Python::mysql.connector.cursor,Python,mysql.connector.cursor,Database Management,4,2,Database Management,Database Management
Python::mysql.connector.cursor.close,Python,mysql.connector.cursor.close,Database Management,6,2,Database Management,Database Management
Python::mysql.connector.cursor.execute,Python,mysql.connector.cursor.execute,Database Management,6,2,Database Management,Database Management
Python::namelist,Python,namelist,File System Operations,1,1,File System Operations,File System Operations
Python::neo4j.GraphDatabase,Python,neo4j.GraphDatabase,Database Management,43,34,Database Management,Database Management
Python::new_cdp_session,Python,new_cdp_session,File System Operations,1,1,File System Operations,File System Operations
Python::node.get_logger(),Python,node.get_logger(),System Command Execution,1,1,System Command Execution,System Command Execution
Python::nornir.core.Nornir.filter,Python,nornir.core.Nornir.filter,Cloud Infrastructure Management,11,17,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::nornir.core.Nornir.run,Python,nornir.core.Nornir.run,System Command Execution,12,18,System Command Execution,System Command Execution
Python::notebook.start,Python,notebook.start,System Command Execution,3,2,System Command Execution,System Command Execution
Python::notebookutils.nbu,Python,notebookutils.nbu,System Command Execution,1,1,System Command Execution,System Command Execution
Python::notifypy.Notify.send,Python,notifypy.Notify.send,System Command Execution,1,1,System Command Execution,System Command Execution
Python::nr.filter,Python,nr.filter,System Command Execution,1,1,System Command Execution,System Command Execution
Python::ocr.process,Python,ocr.process,System Command Execution,2,2,System Command Execution,System Command Execution
Python::onecmd,Python,onecmd,System Command Execution,1,1,System Command Execution,System Command Execution
Python::openai.OpenAI,Python,openai.OpenAI,AI and Machine Learning Services,1,1,AI and Machine Learning Services,AI and Machine Learning Services
Python::openai.OpenAI.images.generate,Python,openai.OpenAI.images.generate,AI and Machine Learning Services,2,2,Specialized Domain Data Services,AI and Machine Learning Services
Python::openai.chat.completions.create,Python,openai.chat.completions.create,AI and Machine Learning Services,8,4,AI and Machine Learning Services,AI and Machine Learning Services
Python::openai.embeddings.create,Python,openai.embeddings.create,AI and Machine Learning Services,5,3,AI and Machine Learning Services,AI and Machine Learning Services
Python::os.access,Python,os.access,File System Operations,5,6,File System Operations,File System Operations
Python::os.chmod,Python,os.chmod,File System Operations,2,2,File System Operations,File System Operations
Python::os.kill,Python,os.kill,System Command Execution,6,6,System Command Execution,System Command Execution
Python::os.makedirs,Python,os.makedirs,File System Operations,80,58,File System Operations,File System Operations
Python::os.mkdir,Python,os.mkdir,File System Operations,8,4,File System Operations,File System Operations
Python::os.remove,Python,os.remove,File System Operations,40,14,File System Operations,File System Operations
Python::os.startfile,Python,os.startfile,System Command Execution,8,7,System Command Execution,System Command Execution
Python::os.unlink,Python,os.unlink,File System Operations,13,6,File System Operations,File System Operations
Python::os.urandom,Python,os.urandom,System Command Execution,1,1,System Command Execution,System Command Execution
Python::page.content(),Python,page.content(),Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::page.evaluate,Python,page.evaluate,Browser Automation and Web Interaction,19,14,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::page.goto,Python,page.goto,Browser Automation and Web Interaction,8,8,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::pandas.read_csv,Python,pandas.read_csv,File System Operations,1,1,File System Operations,File System Operations
Python::paradex_py.account.account.ParadexAccount,Python,paradex_py.account.account.ParadexAccount,Financial and Blockchain Services,16,1,Specialized Domain Data Services,Financial and Blockchain Services
Python::paradex_py.api.api_client.ParadexApiClient,Python,paradex_py.api.api_client.ParadexApiClient,Financial and Blockchain Services,1,1,Financial and Blockchain Services,Financial and Blockchain Services
Python::paramiko.AutoAddPolicy,Python,paramiko.AutoAddPolicy,System Command Execution,3,3,System Command Execution,System Command Execution
Python::paramiko.SSHClient,Python,paramiko.SSHClient,System Command Execution,3,3,System Command Execution,System Command Execution
Python::parser.from_file,Python,parser.from_file,System Command Execution,2,2,System Command Execution,System Command Execution
Python::pathlib.Path.mkdir,Python,pathlib.Path.mkdir,File System Operations,4,39,File System Operations,File System Operations
Python::pathlib.Path.unlink,Python,pathlib.Path.unlink,File System Operations,2,8,File System Operations,File System Operations
Python::pathlib.Path.write,Python,pathlib.Path.write,File System Operations,7,3,File System Operations,File System Operations
Python::pickle.load,Python,pickle.load,System Command Execution,20,20,System Command Execution,System Command Execution
Python::pixelle.mcp_core.mcp.remove_tool,Python,pixelle.mcp_core.mcp.remove_tool,System Command Execution,1,2,System Command Execution,System Command Execution
Python::platformdirs.user_cache_dir,Python,platformdirs.user_cache_dir,File System Operations,6,2,File System Operations,File System Operations
Python::play,Python,play,System Command Execution,1,1,System Command Execution,System Command Execution
Python::playwright.async_api.close,Python,playwright.async_api.close,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::playwright.async_api.goto,Python,playwright.async_api.goto,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::playwright.async_api.page.goto,Python,playwright.async_api.page.goto,Browser Automation and Web Interaction,1,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::playwright.async_api.page.wait_for_function,Python,playwright.async_api.page.wait_for_function,Browser Automation and Web Interaction,1,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::playwright.async_api.wait_for_selector,Python,playwright.async_api.wait_for_selector,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::plexapi.myplex.MyPlexAccount.resource,Python,plexapi.myplex.MyPlexAccount.resource,Specialized Domain Data Services,2,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::plotly.io.to_image,Python,plotly.io.to_image,File System Operations,5,1,File System Operations,File System Operations
Python::poisson_variate,Python,poisson_variate,File System Operations,1,1,File System Operations,File System Operations
Python::poml.poml,Python,poml.poml,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::postgres_mcp.index.dta_calc.DatabaseTuningAdvisor,Python,postgres_mcp.index.dta_calc.DatabaseTuningAdvisor,Database Management,2,1,Database Management,Database Management
Python::postgres_mcp.index.dta_calc.DatabaseTuningAdvisor.execute_query,Python,postgres_mcp.index.dta_calc.DatabaseTuningAdvisor.execute_query,Database Management,1,1,Database Management,Database Management
Python::postgres_mcp.index.dta_calc.SqlDriver.execute_query,Python,postgres_mcp.index.dta_calc.SqlDriver.execute_query,Database Management,1,1,Database Management,Database Management
Python::postgres_mcp.index.llm_opt.LLMOptimizerTool,Python,postgres_mcp.index.llm_opt.LLMOptimizerTool,Database Management,2,1,Database Management,Database Management
Python::pptx.shapes.base.BaseShape.getparent,Python,pptx.shapes.base.BaseShape.getparent,System Command Execution,1,1,System Command Execution,System Command Execution
Python::press,Python,press,Browser Automation and Web Interaction,2,4,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::press_and_release,Python,press_and_release,System Command Execution,84,83,System Command Execution,System Command Execution
Python::press_mouse_input,Python,press_mouse_input,System Command Execution,1,1,System Command Execution,System Command Execution
Python::print_expression,Python,print_expression,System Command Execution,1,1,System Command Execution,System Command Execution
Python::proc.communicate,Python,proc.communicate,System Command Execution,2,2,System Command Execution,System Command Execution
Python::proc.net_connections,Python,proc.net_connections,System Command Execution,2,2,System Command Execution,System Command Execution
Python::process_iter,Python,process_iter,System Command Execution,2,2,System Command Execution,System Command Execution
Python::project.input_files.items,Python,project.input_files.items,System Command Execution,2,2,System Command Execution,System Command Execution
Python::pseudo_c,Python,pseudo_c,System Command Execution,1,1,System Command Execution,System Command Execution
Python::psutil.Process,Python,psutil.Process,System Command Execution,3,3,System Command Execution,System Command Execution
Python::psutil.Process.is_running,Python,psutil.Process.is_running,System Command Execution,2,2,System Command Execution,System Command Execution
Python::psutil.cpu_percent,Python,psutil.cpu_percent,System Command Execution,1,2,System Command Execution,System Command Execution
Python::psutil.net_connections,Python,psutil.net_connections,System Command Execution,2,3,System Command Execution,System Command Execution
Python::psutil.pids(),Python,psutil.pids(),System Command Execution,1,1,System Command Execution,System Command Execution
Python::psutil.proc.info,Python,psutil.proc.info,System Command Execution,1,2,System Command Execution,System Command Execution
Python::psutil.process_iter,Python,psutil.process_iter,System Command Execution,1,3,System Command Execution,System Command Execution
Python::psutil.virtual_memory,Python,psutil.virtual_memory,System Command Execution,1,2,System Command Execution,System Command Execution
Python::psutil.virtual_memory(),Python,psutil.virtual_memory(),System Command Execution,1,1,System Command Execution,System Command Execution
Python::psycopg.sql.SQL,Python,psycopg.sql.SQL,Database Management,2,3,Database Management,Database Management
Python::put_object,Python,put_object,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::pyautogui.click,Python,pyautogui.click,System Command Execution,3,2,System Command Execution,System Command Execution
Python::pyautogui.hotkey,Python,pyautogui.hotkey,System Command Execution,1,1,System Command Execution,System Command Execution
Python::pyautogui.moveTo,Python,pyautogui.moveTo,System Command Execution,4,2,System Command Execution,System Command Execution
Python::pyautogui.press,Python,pyautogui.press,System Command Execution,2,1,System Command Execution,System Command Execution
Python::pyautogui.size,Python,pyautogui.size,System Command Execution,2,1,System Command Execution,System Command Execution
Python::pyautogui.write,Python,pyautogui.write,System Command Execution,2,1,System Command Execution,System Command Execution
Python::pybitable.dbapi.Connection.execute,Python,pybitable.dbapi.Connection.execute,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::pybitable.dbapi.cursor.execute,Python,pybitable.dbapi.cursor.execute,System Command Execution,1,1,System Command Execution,System Command Execution
Python::pymatgen.core.structure.Structure.from_file,Python,pymatgen.core.structure.Structure.from_file,File System Operations,1,1,File System Operations,File System Operations
Python::pymatgen.core.structure.Structure.to,Python,pymatgen.core.structure.Structure.to,System Command Execution,2,2,System Command Execution,System Command Execution
Python::pymolserver.server.do,Python,pymolserver.server.do,System Command Execution,1,1,System Command Execution,System Command Execution
Python::pymssql.execute,Python,pymssql.execute,Database Management,1,1,Database Management,Database Management
Python::pymssql.fetchone,Python,pymssql.fetchone,Database Management,1,1,Database Management,Database Management
Python::pyperclip.copy,Python,pyperclip.copy,System Command Execution,4,2,System Command Execution,System Command Execution
Python::pyperclip.paste,Python,pyperclip.paste,System Command Execution,2,2,System Command Execution,System Command Execution
Python::pytube.Search,Python,pytube.Search,System Command Execution,1,1,System Command Execution,System Command Execution
Python::pyvista.Box,Python,pyvista.Box,File System Operations,1,1,File System Operations,File System Operations
Python::pyvista.Cube,Python,pyvista.Cube,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::pyvista.Line,Python,pyvista.Line,File System Operations,1,1,File System Operations,File System Operations
Python::pyvista.Polygon,Python,pyvista.Polygon,File System Operations,1,1,File System Operations,File System Operations
Python::pyvista.save,Python,pyvista.save,Cloud Infrastructure Management,2,2,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::qgis.send_command,Python,qgis.send_command,Specialized Domain Data Services,2,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::query_devices,Python,query_devices,System Command Execution,1,2,System Command Execution,System Command Execution
Python::queue_declare,Python,queue_declare,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::rabbitmq.admin.RabbitMQAdmin,Python,rabbitmq.admin.RabbitMQAdmin,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::ragflow.create_dataset,Python,ragflow.create_dataset,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::ragflow.dataset.upload_documents,Python,ragflow.dataset.upload_documents,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::ragflow.list_chats,Python,ragflow.list_chats,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::rcon.rcon_server.RCONServer.send_command,Python,rcon.rcon_server.RCONServer.send_command,System Command Execution,4,3,System Command Execution,System Command Execution
Python::readline,Python,readline,System Command Execution,4,4,System Command Execution,System Command Execution
Python::redshift_data_client,Python,redshift_data_client,Database Management,4,5,Database Management,Database Management
Python::refresh,Python,refresh,Database Management,8,10,Database Management,Database Management
Python::reg_hive_list,Python,reg_hive_list,System Command Execution,2,2,System Command Execution,System Command Execution
Python::reg_key,Python,reg_key,System Command Execution,1,1,System Command Execution,System Command Execution
Python::reg_value,Python,reg_value,System Command Execution,1,1,System Command Execution,System Command Execution
Python::register_table_in_schema_info,Python,register_table_in_schema_info,Database Management,1,1,Database Management,Database Management
Python::replicate.run,Python,replicate.run,AI and Machine Learning Services,2,2,AI and Machine Learning Services,AI and Machine Learning Services
Python::requests.Response.raise_for_status,Python,requests.Response.raise_for_status,Specialized Domain Data Services,36,5,Specialized Domain Data Services,Specialized Domain Data Services
Python::requests.Response.text,Python,requests.Response.text,Specialized Domain Data Services,13,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::requests.Session,Python,requests.Session,Specialized Domain Data Services,2,2,Specialized Domain Data Services,Specialized Domain Data Services
Python::requests.get,Python,requests.get,Specialized Domain Data Services,59,9,Specialized Domain Data Services,Specialized Domain Data Services
Python::requests.post,Python,requests.post,Specialized Domain Data Services,103,41,Specialized Domain Data Services,Specialized Domain Data Services
Python::requests.put,Python,requests.put,Specialized Domain Data Services,22,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::requests.request,Python,requests.request,Specialized Domain Data Services,4,33,Specialized Domain Data Services,Specialized Domain Data Services
Python::reset_connections,Python,reset_connections,Database Management,2,2,Database Management,Database Management
Python::restPOST,Python,restPOST,Database Management,1,1,Database Management,Database Management
Python::restore,Python,restore,Cloud Infrastructure Management,1,2,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::retrieve_docdb_records,Python,retrieve_docdb_records,Database Management,1,1,Database Management,Database Management
Python::robjects.r,Python,robjects.r,System Command Execution,18,18,System Command Execution,System Command Execution
Python::robotConnector.DashboardClient.last_respond.lower,Python,robotConnector.DashboardClient.last_respond.lower,System Command Execution,1,1,System Command Execution,System Command Execution
Python::robotConnector.DashboardClient.ur_is_remote_control,Python,robotConnector.DashboardClient.ur_is_remote_control,System Command Execution,1,1,System Command Execution,System Command Execution
Python::rt.get,Python,rt.get,Cloud Infrastructure Management,1,2,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::run_artisan_command,Python,run_artisan_command,System Command Execution,1,1,System Command Execution,System Command Execution
Python::run_in_executor,Python,run_in_executor,System Command Execution,7,9,System Command Execution,System Command Execution
Python::run_sql,Python,run_sql,Specialized Domain Data Services,1,1,Database Management,Specialized Domain Data Services
Python::run_subprocess,Python,run_subprocess,System Command Execution,1,1,File System Operations,System Command Execution
Python::safe_execute,Python,safe_execute,System Command Execution,2,1,System Command Execution,System Command Execution
Python::save_index,Python,save_index,File System Operations,1,1,File System Operations,File System Operations
Python::scan_devices,Python,scan_devices,System Command Execution,1,1,System Command Execution,System Command Execution
Python::sct.grab,Python,sct.grab,System Command Execution,2,1,System Command Execution,System Command Execution
Python::search_by_assignee,Python,search_by_assignee,System Command Execution,1,1,System Command Execution,System Command Execution
Python::search_document.document.copy,Python,search_document.document.copy,File System Operations,2,2,File System Operations,File System Operations
Python::search_functions_advanced,Python,search_functions_advanced,System Command Execution,1,1,System Command Execution,System Command Execution
Python::search_functions_by_name,Python,search_functions_by_name,System Command Execution,1,1,System Command Execution,System Command Execution
Python::select_option,Python,select_option,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::selenium.webdriver.chrome.options.Options.add_argument,Python,selenium.webdriver.chrome.options.Options.add_argument,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::selenium.webdriver.chrome.webdriver.WebDriver.quit,Python,selenium.webdriver.chrome.webdriver.WebDriver.quit,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::selenium.webdriver.get,Python,selenium.webdriver.get,Browser Automation and Web Interaction,1,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::selenium.webdriver.save_screenshot,Python,selenium.webdriver.save_screenshot,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::self._get_connection(),Python,self._get_connection(),Database Management,3,2,Database Management,Database Management
Python::self.cache.set,Python,self.cache.set,Database Management,1,4,Database Management,Database Management
Python::self.client.agents.create_agent,Python,self.client.agents.create_agent,AI and Machine Learning Services,1,1,AI and Machine Learning Services,AI and Machine Learning Services
Python::self.db_client.execute,Python,self.db_client.execute,Database Management,1,1,Database Management,Database Management
Python::send_chat_message,Python,send_chat_message,File System Operations,1,1,File System Operations,File System Operations
Python::sendall,Python,sendall,System Command Execution,14,19,System Command Execution,System Command Execution
Python::session.commit,Python,session.commit,Database Management,1,1,Database Management,Database Management
Python::session.execute_command,Python,session.execute_command,System Command Execution,3,4,System Command Execution,System Command Execution
Python::session.get,Python,session.get,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::session['process'].stdout.readline,Python,session['process'].stdout.readline,System Command Execution,1,1,System Command Execution,System Command Execution
Python::set_focus,Python,set_focus,System Command Execution,1,1,System Command Execution,System Command Execution
Python::set_missing_host_key_policy,Python,set_missing_host_key_policy,System Command Execution,3,3,System Command Execution,System Command Execution
Python::set_sort,Python,set_sort,Database Management,1,1,Database Management,Database Management
Python::set_trade_env,Python,set_trade_env,Financial and Blockchain Services,2,4,Financial and Blockchain Services,Financial and Blockchain Services
Python::set_value,Python,set_value,System Command Execution,1,1,System Command Execution,System Command Execution
Python::shell,Python,shell,System Command Execution,6,5,System Command Execution,System Command Execution
Python::shlex.split,Python,shlex.split,System Command Execution,2,2,System Command Execution,System Command Execution
Python::show_notification,Python,show_notification,File System Operations,1,1,File System Operations,File System Operations
Python::signal.alarm,Python,signal.alarm,System Command Execution,2,2,System Command Execution,System Command Execution
Python::similarity_search,Python,similarity_search,Database Management,1,1,Database Management,Database Management
Python::smolagents.WebSearchTool,Python,smolagents.WebSearchTool,System Command Execution,1,1,System Command Execution,System Command Execution
Python::snowflake_service.get_connection,Python,snowflake_service.get_connection,Database Management,5,3,Database Management,Database Management
Python::socket.connect,Python,socket.connect,File System Operations,1,1,File System Operations,File System Operations
Python::socket.socket,Python,socket.socket,System Command Execution,11,13,System Command Execution,System Command Execution
Python::socket.socket.connect,Python,socket.socket.connect,System Command Execution,1,1,System Command Execution,System Command Execution
Python::sounddevice.sd,Python,sounddevice.sd,System Command Execution,2,1,System Command Execution,System Command Execution
Python::sp_context.execute_query,Python,sp_context.execute_query,Specialized Domain Data Services,1,2,Specialized Domain Data Services,Specialized Domain Data Services
Python::sql_driver.execute_query,Python,sql_driver.execute_query,Database Management,2,3,Database Management,Database Management
Python::sqlalchemy.create_engine.execute,Python,sqlalchemy.create_engine.execute,Database Management,2,1,Database Management,Database Management
Python::sqlalchemy.fetchone,Python,sqlalchemy.fetchone,Database Management,1,1,Database Management,Database Management
Python::sqlalchemy.text,Python,sqlalchemy.text,Database Management,7,2,Database Management,Database Management
Python::sqlite3.Connection.commit,Python,sqlite3.Connection.commit,Database Management,13,5,Database Management,Database Management
Python::sqlite3.Connection.cursor,Python,sqlite3.Connection.cursor,Database Management,6,4,Database Management,Database Management
Python::sqlite3.Connection.execute,Python,sqlite3.Connection.execute,Database Management,4,1,Database Management,Database Management
Python::sqlite3.Cursor.execute,Python,sqlite3.Cursor.execute,Database Management,22,7,Database Management,Database Management
Python::sqlite3.Cursor.fetchall,Python,sqlite3.Cursor.fetchall,Database Management,13,5,Database Management,Database Management
Python::sqlite3.Cursor.fetchone,Python,sqlite3.Cursor.fetchone,Database Management,6,4,Database Management,Database Management
Python::sqlite3.connect.cursor,Python,sqlite3.connect.cursor,Database Management,8,4,Database Management,Database Management
Python::sqlite3.execute_query,Python,sqlite3.execute_query,Database Management,2,1,Database Management,Database Management
Python::sqlite3.rollback,Python,sqlite3.rollback,Database Management,1,2,Database Management,Database Management
Python::sqlitecloud.connect,Python,sqlitecloud.connect,Database Management,3,1,Database Management,Database Management
Python::sqlmodel.Session.add,Python,sqlmodel.Session.add,Database Management,1,1,Database Management,Database Management
Python::sqlmodel.Session.delete,Python,sqlmodel.Session.delete,Database Management,1,1,Database Management,Database Management
Python::sqlmodel.Session.exec,Python,sqlmodel.Session.exec,Database Management,1,1,Database Management,Database Management
Python::sqlmodel.Session.get,Python,sqlmodel.Session.get,Database Management,1,1,Database Management,Database Management
Python::src.common.connection.CockroachConnectionPool.acquire,Python,src.common.connection.CockroachConnectionPool.acquire,Database Management,2,1,Database Management,Database Management
Python::src.common.connection.CockroachConnectionPool.fetch,Python,src.common.connection.CockroachConnectionPool.fetch,Database Management,2,1,Database Management,Database Management
Python::src.runtime.device_manager.get_device_details,Python,src.runtime.device_manager.get_device_details,System Command Execution,1,1,System Command Execution,System Command Execution
Python::src.runtime.vpn_manager.get_vpn_client_details,Python,src.runtime.vpn_manager.get_vpn_client_details,System Command Execution,1,1,System Command Execution,System Command Execution
Python::ssh_utils.execute_command_on_server,Python,ssh_utils.execute_command_on_server,System Command Execution,2,1,System Command Execution,System Command Execution
Python::stdin.write,Python,stdin.write,File System Operations,1,1,System Command Execution,System Command Execution
Python::student_database.StudentDatabaseModule.execute_query,Python,student_database.StudentDatabaseModule.execute_query,Database Management,2,1,Database Management,Database Management
Python::subprocess.Popen,Python,subprocess.Popen,System Command Execution,20,18,System Command Execution,System Command Execution
Python::subprocess.Popen.communicate,Python,subprocess.Popen.communicate,System Command Execution,36,34,System Command Execution,System Command Execution
Python::subprocess.Popen.stdout,Python,subprocess.Popen.stdout,System Command Execution,10,9,System Command Execution,System Command Execution
Python::subprocess.call,Python,subprocess.call,System Command Execution,2,2,System Command Execution,System Command Execution
Python::subprocess.check_output,Python,subprocess.check_output,System Command Execution,10,10,System Command Execution,System Command Execution
Python::subprocess.communicate,Python,subprocess.communicate,System Command Execution,9,8,System Command Execution,System Command Execution
Python::subprocess.create_time,Python,subprocess.create_time,System Command Execution,2,2,System Command Execution,System Command Execution
Python::subprocess.poll,Python,subprocess.poll,System Command Execution,2,1,System Command Execution,System Command Execution
Python::subprocess.run,Python,subprocess.run,System Command Execution,307,303,System Command Execution,System Command Execution
Python::subprocess.run_applescript,Python,subprocess.run_applescript,System Command Execution,1,6,System Command Execution,System Command Execution
Python::subprocess.run_command,Python,subprocess.run_command,System Command Execution,3,9,System Command Execution,System Command Execution
Python::subprocess.subprocess,Python,subprocess.subprocess,System Command Execution,10,8,System Command Execution,System Command Execution
Python::supabase,Python,supabase,Cloud Infrastructure Management,6,7,Cloud Infrastructure Management,Cloud Infrastructure Management
