cache_entry_id,language,api_name,hidden_api_cache_entry_refs,unique_project_cache_entry_pairs,unique_project_tool_cache_entry_triples,permissions
Python::mcp_florence2.florence2.Florence2.caption,Python,mcp_florence2.florence2.Florence2.caption,1,1,1,System Command Execution
Python::mcp_florence2.florence2.Florence2.ocr,Python,mcp_florence2.florence2.Florence2.ocr,1,1,1,System Command Execution
Python::mcp_grep.core.MCPGrep.search_file,Python,mcp_grep.core.MCPGrep.search_file,1,1,1,Database Management
Python::mcp_hydrolix.mcp_env.create_hydrolix_client,Python,mcp_hydrolix.mcp_env.create_hydrolix_client,1,1,1,Specialized Domain Data Services
Python::mcp_notmuch_sendmail.sendmail.send,Python,mcp_notmuch_sendmail.sendmail.send,1,1,1,System Command Execution
Python::mcp_obsidian.obsidian.ObsidianClient.create_note,Python,mcp_obsidian.obsidian.ObsidianClient.create_note,2,1,2,Cloud Infrastructure Management
Python::mcp_paradex.utils.paradex_client.get_authenticated_paradex_client.fetch_transactions,Python,mcp_paradex.utils.paradex_client.get_authenticated_paradex_client.fetch_transactions,1,1,1,Project Management Services
Python::mcp_server_biliscribe.process.upload_file_to_s3,Python,mcp_server_biliscribe.process.upload_file_to_s3,2,2,2,Cloud Infrastructure Management
Python::mcp_server_rabbitmq.connection.RabbitMQConnection,Python,mcp_server_rabbitmq.connection.RabbitMQConnection,1,1,1,Cloud Infrastructure Management
Python::mcp_server_rabbitmq.handlers.handle_enqueue,Python,mcp_server_rabbitmq.handlers.handle_enqueue,1,1,1,Cloud Infrastructure Management
Python::mcp_server_snowflake.cortex_services.prompts.query_cortex_agent,Python,mcp_server_snowflake.cortex_services.prompts.query_cortex_agent,1,1,1,Database Management
Python::mcp_server_snowflake.semantic_manager.objects.show_semantic_expressions,Python,mcp_server_snowflake.semantic_manager.objects.show_semantic_expressions,2,1,2,Database Management
Python::mcp_server_snowflake.semantic_manager.objects.write_semantic_view_query,Python,mcp_server_snowflake.semantic_manager.objects.write_semantic_view_query,1,1,1,Database Management
Python::mcp_server_snowflake.semantic_manager.query_semantic_view,Python,mcp_server_snowflake.semantic_manager.query_semantic_view,1,1,1,Database Management
Python::mcp_serverman.client.ClientManager.write_config,Python,mcp_serverman.client.ClientManager.write_config,2,1,2,File System Operations
Python::mcp_timeplus.mcp_env.config.get_table_info,Python,mcp_timeplus.mcp_env.config.get_table_info,1,1,1,Database Management
Python::measure_space_api.get_metadata,Python,measure_space_api.get_metadata,2,1,2,File System Operations
Python::memalot.reports.reader.get_report_summaries,Python,memalot.reports.reader.get_report_summaries,1,1,1,Browser Automation and Web Interaction
Python::metrics_collector.get_metrics_collector,Python,metrics_collector.get_metrics_collector,1,1,1,System Command Execution
Python::metrics_collector.get_system_metrics,Python,metrics_collector.get_system_metrics,1,1,1,System Command Execution
Python::minio.Minio.bucket_exists,Python,minio.Minio.bucket_exists,1,1,1,Cloud Infrastructure Management
Python::minio.Minio.make_bucket,Python,minio.Minio.make_bucket,1,1,1,Cloud Infrastructure Management
Python::mkdtemp,Python,mkdtemp,1,1,1,File System Operations
Python::mlflow.tracking.MlflowClient.search_experiments,Python,mlflow.tracking.MlflowClient.search_experiments,1,1,1,System Command Execution
Python::mm.get_mindmanager_version,Python,mm.get_mindmanager_version,1,1,1,Browser Automation and Web Interaction
Python::mmanager.mmanager.Model,Python,mmanager.mmanager.Model,5,1,5,System Command Execution
Python::modules.connect_to_plex,Python,modules.connect_to_plex,1,1,1,Specialized Domain Data Services
Python::modules.gdbTools.GDBTools.examine_memory,Python,modules.gdbTools.GDBTools.examine_memory,1,1,1,System Command Execution
Python::modules.gdbTools.GDBTools.get_changed_registers,Python,modules.gdbTools.GDBTools.get_changed_registers,1,1,1,System Command Execution
Python::modules.gdbTools.GDBTools.get_thread_info,Python,modules.gdbTools.GDBTools.get_thread_info,1,1,1,System Command Execution
Python::modules.gdbTools.GDBTools.list_source_files,Python,modules.gdbTools.GDBTools.list_source_files,1,1,1,System Command Execution
Python::monkdb.client.execute,Python,monkdb.client.execute,1,1,1,System Command Execution
Python::mouseUp,Python,mouseUp,1,1,1,System Command Execution
Python::movej,Python,movej,1,1,1,Cloud Infrastructure Management
Python::mp_rester.summary.get_data_by_id,Python,mp_rester.summary.get_data_by_id,1,1,1,File System Operations
Python::multi_step_elicitation.create_disaster_recovery_workflow,Python,multi_step_elicitation.create_disaster_recovery_workflow,4,1,4,Cloud Infrastructure Management
Python::multi_step_elicitation.create_schema_evolution_workflow,Python,multi_step_elicitation.create_schema_evolution_workflow,4,1,4,Database Management
Python::mvn_mcp_server.services.maven_api.MavenApiService.check_artifact_exists,Python,mvn_mcp_server.services.maven_api.MavenApiService.check_artifact_exists,1,1,1,System Command Execution
Python::mxcp.sdk.executor.ExecutionContext._execute_sql,Python,mxcp.sdk.executor.ExecutionContext._execute_sql,1,1,1,Specialized Domain Data Services
Python::mysql.connector.cursor,Python,mysql.connector.cursor,2,1,2,Database Management
Python::mysql.connector.cursor.close,Python,mysql.connector.cursor.close,2,1,2,Database Management
Python::mysql.connector.cursor.execute,Python,mysql.connector.cursor.execute,2,1,2,Database Management
Python::namelist,Python,namelist,1,1,1,File System Operations
Python::neo4j.GraphDatabase,Python,neo4j.GraphDatabase,34,2,34,Database Management
Python::new_cdp_session,Python,new_cdp_session,1,1,1,File System Operations
Python::new_todo.get_llm_text,Python,new_todo.get_llm_text,1,1,1,AI and Machine Learning Services
Python::next,Python,next,1,1,1,Specialized Domain Data Services
Python::node.get_logger(),Python,node.get_logger(),1,1,1,System Command Execution
Python::nodriver.driver.stop,Python,nodriver.driver.stop,1,1,1,Browser Automation and Web Interaction
Python::nodriver.start,Python,nodriver.start,1,1,1,Browser Automation and Web Interaction
Python::nornir.core.Nornir.filter,Python,nornir.core.Nornir.filter,17,1,17,Cloud Infrastructure Management
Python::nornir.core.Nornir.run,Python,nornir.core.Nornir.run,18,1,18,System Command Execution
Python::nornir_ops.NornirManager.get_napalm_data,Python,nornir_ops.NornirManager.get_napalm_data,1,1,1,Specialized Domain Data Services
Python::notebook.start,Python,notebook.start,2,1,2,System Command Execution
Python::notebookutils.nbu,Python,notebookutils.nbu,1,1,1,System Command Execution
Python::notifications.core.notification_manager.NotificationManager.get_notification_icon,Python,notifications.core.notification_manager.NotificationManager.get_notification_icon,1,1,1,System Command Execution
Python::notifications.core.notification_manager.NotificationManager.send_notification,Python,notifications.core.notification_manager.NotificationManager.send_notification,1,1,1,System Command Execution
Python::notifications.core.notification_manager.NotificationManager.send_notification_applescript,Python,notifications.core.notification_manager.NotificationManager.send_notification_applescript,1,1,1,System Command Execution
Python::notifications.core.notification_manager.NotificationManager.send_notification_terminal_notifier,Python,notifications.core.notification_manager.NotificationManager.send_notification_terminal_notifier,1,1,1,System Command Execution
Python::notifications.core.sound_manager.SoundManager.play_sound,Python,notifications.core.sound_manager.SoundManager.play_sound,1,1,1,System Command Execution
Python::notifypy.Notify.send,Python,notifypy.Notify.send,1,1,1,System Command Execution
Python::notion.databases.query,Python,notion.databases.query,2,2,2,Project Management Services
Python::notion.databases.retrieve,Python,notion.databases.retrieve,1,1,1,Project Management Services
Python::nr.filter,Python,nr.filter,1,1,1,System Command Execution
Python::oauth2/token,Python,oauth2/token,1,1,1,Identity and Access Management
Python::obshell.ClientSet.connect,Python,obshell.ClientSet.connect,1,1,1,Database Management
Python::ocr.process,Python,ocr.process,2,1,2,System Command Execution
Python::onecmd,Python,onecmd,1,1,1,System Command Execution
Python::open_api_models.Config,Python,open_api_models.Config,3,1,3,File System Operations
Python::openai.AsyncOpenAI,Python,openai.AsyncOpenAI,1,1,1,AI and Machine Learning Services
Python::openai.ChatCompletion.create,Python,openai.ChatCompletion.create,1,1,1,AI and Machine Learning Services
Python::openai.OpenAI,Python,openai.OpenAI,1,1,1,AI and Machine Learning Services
Python::openai.OpenAI.images.generate,Python,openai.OpenAI.images.generate,2,1,2,AI and Machine Learning Services
Python::openai.chat.completions.create,Python,openai.chat.completions.create,4,3,4,AI and Machine Learning Services
Python::openai.embeddings.create,Python,openai.embeddings.create,3,1,3,AI and Machine Learning Services
Python::operation,Python,operation,5,2,5,Specialized Domain Data Services
Python::orgo.Computer.get,Python,orgo.Computer.get,2,1,2,Specialized Domain Data Services
Python::orgo.Computer.prompt,Python,orgo.Computer.prompt,1,1,1,System Command Execution
Python::os.access,Python,os.access,6,5,6,File System Operations
Python::os.chmod,Python,os.chmod,2,2,2,File System Operations
Python::os.environ.keys,Python,os.environ.keys,1,1,1,System Command Execution
Python::os.getenv,Python,os.getenv,1,1,1,Identity and Access Management
Python::os.kill,Python,os.kill,6,4,6,System Command Execution
Python::os.makedirs,Python,os.makedirs,58,29,58,File System Operations
Python::os.mkdir,Python,os.mkdir,4,2,4,File System Operations
Python::os.remove,Python,os.remove,14,12,14,File System Operations
Python::os.startfile,Python,os.startfile,7,1,7,System Command Execution
Python::os.unlink,Python,os.unlink,6,6,6,File System Operations
Python::os.urandom,Python,os.urandom,1,1,1,System Command Execution
Python::owl_mcp.owl_api.SimpleOwlAPI.stop_owl_service,Python,owl_mcp.owl_api.SimpleOwlAPI.stop_owl_service,1,1,1,System Command Execution
Python::p.chromium.launch,Python,p.chromium.launch,1,1,1,Browser Automation and Web Interaction
Python::pa.ipc.open_stream,Python,pa.ipc.open_stream,1,1,1,System Command Execution
Python::page.content(),Python,page.content(),1,1,1,Browser Automation and Web Interaction
Python::page.evaluate,Python,page.evaluate,14,8,14,Browser Automation and Web Interaction
Python::page.goto,Python,page.goto,8,6,8,Browser Automation and Web Interaction
Python::page.keyboard.press,Python,page.keyboard.press,1,1,1,Browser Automation and Web Interaction
Python::pandas.read_csv,Python,pandas.read_csv,1,1,1,File System Operations
Python::paradex_py.account.account.ParadexAccount,Python,paradex_py.account.account.ParadexAccount,1,1,1,Financial and Blockchain Services
Python::paradex_py.api.api_client.ParadexApiClient,Python,paradex_py.api.api_client.ParadexApiClient,1,1,1,Financial and Blockchain Services
Python::paramiko.AutoAddPolicy,Python,paramiko.AutoAddPolicy,3,3,3,System Command Execution
Python::paramiko.SSHClient,Python,paramiko.SSHClient,3,3,3,System Command Execution
Python::paramiko.SSHClient.connect,Python,paramiko.SSHClient.connect,1,1,1,System Command Execution
Python::paramiko.SSHClient.invoke_shell,Python,paramiko.SSHClient.invoke_shell,1,1,1,System Command Execution
Python::paramiko.connect_ssh,Python,paramiko.connect_ssh,1,1,1,Cloud Infrastructure Management
Python::paramiko.connect_ssh_by_key,Python,paramiko.connect_ssh_by_key,1,1,1,Cloud Infrastructure Management
Python::parser.from_file,Python,parser.from_file,2,1,2,System Command Execution
Python::parser.parse,Python,parser.parse,5,1,5,File System Operations
Python::pathlib.Path.mkdir,Python,pathlib.Path.mkdir,39,18,39,File System Operations
Python::pathlib.Path.open,Python,pathlib.Path.open,3,2,3,File System Operations
Python::pathlib.Path.stat,Python,pathlib.Path.stat,1,1,1,File System Operations
Python::pathlib.Path.unlink,Python,pathlib.Path.unlink,8,2,8,File System Operations
Python::pathlib.Path.write,Python,pathlib.Path.write,3,3,3,File System Operations
Python::pc.inference.embed,Python,pc.inference.embed,1,1,1,AI and Machine Learning Services
Python::pd.read_csv,Python,pd.read_csv,1,1,1,File System Operations
Python::pdftk._run_command,Python,pdftk._run_command,1,1,1,System Command Execution
Python::pdftk_tools.PDFtkTools.rotate_pages,Python,pdftk_tools.PDFtkTools.rotate_pages,1,1,1,System Command Execution
Python::pdftk_tools.PDFtkTools.split_pdf,Python,pdftk_tools.PDFtkTools.split_pdf,1,1,1,System Command Execution
Python::pdftk_tools.PDFtkTools.update_metadata,Python,pdftk_tools.PDFtkTools.update_metadata,1,1,1,System Command Execution
Python::pickle.load,Python,pickle.load,20,6,20,System Command Execution
Python::pickle.loads,Python,pickle.loads,1,1,1,System Command Execution
Python::pinecone.Pinecone,Python,pinecone.Pinecone,1,1,1,Database Management
Python::pixelle.mcp_core.mcp.remove_tool,Python,pixelle.mcp_core.mcp.remove_tool,2,1,2,System Command Execution
Python::pixelle.utils.file_uploader.upload,Python,pixelle.utils.file_uploader.upload,1,1,1,Specialized Domain Data Services
Python::platformdirs.user_cache_dir,Python,platformdirs.user_cache_dir,2,1,2,File System Operations
Python::play,Python,play,1,1,1,System Command Execution
Python::playwright.async_api.browser.close,Python,playwright.async_api.browser.close,1,1,1,Browser Automation and Web Interaction
Python::playwright.async_api.browser.new_page,Python,playwright.async_api.browser.new_page,1,1,1,Browser Automation and Web Interaction
Python::playwright.async_api.click,Python,playwright.async_api.click,1,1,1,Browser Automation and Web Interaction
Python::playwright.async_api.close,Python,playwright.async_api.close,1,1,1,Browser Automation and Web Interaction
Python::playwright.async_api.goto,Python,playwright.async_api.goto,1,1,1,Browser Automation and Web Interaction
Python::playwright.async_api.page.goto,Python,playwright.async_api.page.goto,2,1,2,Browser Automation and Web Interaction
Python::playwright.async_api.page.wait_for_function,Python,playwright.async_api.page.wait_for_function,2,1,2,Browser Automation and Web Interaction
Python::playwright.async_api.page.wait_for_timeout,Python,playwright.async_api.page.wait_for_timeout,2,1,2,Browser Automation and Web Interaction
Python::playwright.async_api.wait_for_selector,Python,playwright.async_api.wait_for_selector,1,1,1,Browser Automation and Web Interaction
Python::playwright.async_api.wait_for_timeout,Python,playwright.async_api.wait_for_timeout,1,1,1,Browser Automation and Web Interaction
Python::plexapi.myplex.MyPlexAccount.resource,Python,plexapi.myplex.MyPlexAccount.resource,1,1,1,Specialized Domain Data Services
Python::plotly.io.to_image,Python,plotly.io.to_image,1,1,1,File System Operations
Python::poisson_variate,Python,poisson_variate,1,1,1,File System Operations
Python::polars.read_parquet,Python,polars.read_parquet,1,1,1,System Command Execution
Python::poml.poml,Python,poml.poml,1,1,1,Cloud Infrastructure Management
Python::postgres_mcp.explain.ExplainPlanTool,Python,postgres_mcp.explain.ExplainPlanTool,1,1,1,Database Management
Python::postgres_mcp.index.dta_calc.DatabaseTuningAdvisor,Python,postgres_mcp.index.dta_calc.DatabaseTuningAdvisor,1,1,1,Database Management
Python::postgres_mcp.index.dta_calc.DatabaseTuningAdvisor.analyze_workload,Python,postgres_mcp.index.dta_calc.DatabaseTuningAdvisor.analyze_workload,1,1,1,Database Management
Python::postgres_mcp.index.dta_calc.DatabaseTuningAdvisor.execute_query,Python,postgres_mcp.index.dta_calc.DatabaseTuningAdvisor.execute_query,1,1,1,Database Management
Python::postgres_mcp.index.dta_calc.DatabaseTuningAdvisor.get_sql_driver,Python,postgres_mcp.index.dta_calc.DatabaseTuningAdvisor.get_sql_driver,1,1,1,Database Management
Python::postgres_mcp.index.dta_calc.SqlDriver.execute_query,Python,postgres_mcp.index.dta_calc.SqlDriver.execute_query,1,1,1,Database Management
Python::postgres_mcp.index.dta_calc.get_sql_driver,Python,postgres_mcp.index.dta_calc.get_sql_driver,3,1,3,Database Management
Python::postgres_mcp.index.llm_opt.LLMOptimizerTool,Python,postgres_mcp.index.llm_opt.LLMOptimizerTool,1,1,1,Database Management
Python::postgres_mcp.sql.SafeSqlDriver.execute_param_query,Python,postgres_mcp.sql.SafeSqlDriver.execute_param_query,1,1,1,Database Management
Python::postgres_mcp.sql.SqlDriver,Python,postgres_mcp.sql.SqlDriver,5,1,5,Database Management
Python::postgres_mcp.sql.check_hypopg_installation_status,Python,postgres_mcp.sql.check_hypopg_installation_status,1,1,1,Database Management
Python::powermem.delete,Python,powermem.delete,1,1,1,Cloud Infrastructure Management
Python::ppt_automation.get_active_presentation,Python,ppt_automation.get_active_presentation,1,1,1,System Command Execution
Python::pptx.shapes.base.BaseShape.getparent,Python,pptx.shapes.base.BaseShape.getparent,1,1,1,System Command Execution
Python::press,Python,press,4,4,4,Browser Automation and Web Interaction
Python::press_and_release,Python,press_and_release,83,2,83,System Command Execution
Python::press_mouse_input,Python,press_mouse_input,1,1,1,System Command Execution
Python::print_expression,Python,print_expression,1,1,1,System Command Execution
Python::proc.communicate,Python,proc.communicate,2,1,2,System Command Execution
Python::proc.net_connections,Python,proc.net_connections,2,1,2,System Command Execution
Python::process.process.handle_get_process_attribute,Python,process.process.handle_get_process_attribute,1,1,1,System Command Execution
Python::process_iter,Python,process_iter,2,1,2,System Command Execution
Python::process_manager.get_process,Python,process_manager.get_process,1,1,1,System Command Execution
Python::project.input_files.items,Python,project.input_files.items,2,1,2,System Command Execution
Python::prometheus,Python,prometheus,1,1,1,Cloud Infrastructure Management
Python::provider.get_payment_status,Python,provider.get_payment_status,1,1,1,Financial and Blockchain Services
Python::provider_cls,Python,provider_cls,1,1,1,System Command Execution
Python::pseudo_c,Python,pseudo_c,1,1,1,System Command Execution
Python::pseudo_rust,Python,pseudo_rust,1,1,1,System Command Execution
Python::psutil.Process,Python,psutil.Process,3,2,3,System Command Execution
Python::psutil.Process.is_running,Python,psutil.Process.is_running,2,1,2,System Command Execution
Python::psutil.Process.name,Python,psutil.Process.name,1,1,1,System Command Execution
Python::psutil.Process.terminate,Python,psutil.Process.terminate,1,1,1,Specialized Domain Data Services
Python::psutil.boot_time,Python,psutil.boot_time,1,1,1,System Command Execution
Python::psutil.cpu_freq,Python,psutil.cpu_freq,1,1,1,System Command Execution
Python::psutil.cpu_percent,Python,psutil.cpu_percent,2,1,2,System Command Execution
Python::psutil.disk_partitions,Python,psutil.disk_partitions,1,1,1,File System Operations
Python::psutil.net_connections,Python,psutil.net_connections,3,2,3,System Command Execution
Python::psutil.net_if_addrs,Python,psutil.net_if_addrs,1,1,1,System Command Execution
Python::psutil.pids(),Python,psutil.pids(),1,1,1,System Command Execution
Python::psutil.proc.info,Python,psutil.proc.info,2,1,2,System Command Execution
Python::psutil.process_iter,Python,psutil.process_iter,3,2,3,System Command Execution
Python::psutil.virtual_memory,Python,psutil.virtual_memory,2,2,2,System Command Execution
Python::psutil.virtual_memory(),Python,psutil.virtual_memory(),1,1,1,System Command Execution
Python::psycopg.sql.SQL,Python,psycopg.sql.SQL,3,1,3,Database Management
Python::put_object,Python,put_object,1,1,1,Cloud Infrastructure Management
Python::pv.Plane,Python,pv.Plane,1,1,1,Specialized Domain Data Services
Python::pyautogui.alert,Python,pyautogui.alert,1,1,1,System Command Execution
Python::pyautogui.click,Python,pyautogui.click,2,2,2,System Command Execution
Python::pyautogui.confirm,Python,pyautogui.confirm,1,1,1,System Command Execution
Python::pyautogui.hotkey,Python,pyautogui.hotkey,1,1,1,System Command Execution
Python::pyautogui.moveRel,Python,pyautogui.moveRel,1,1,1,Project Management Services
Python::pyautogui.moveTo,Python,pyautogui.moveTo,2,2,2,System Command Execution
Python::pyautogui.password,Python,pyautogui.password,1,1,1,System Command Execution
Python::pyautogui.press,Python,pyautogui.press,1,1,1,System Command Execution
Python::pyautogui.prompt,Python,pyautogui.prompt,1,1,1,System Command Execution
Python::pyautogui.size,Python,pyautogui.size,1,1,1,System Command Execution
Python::pyautogui.write,Python,pyautogui.write,1,1,1,System Command Execution
Python::pybitable.dbapi.Connection.execute,Python,pybitable.dbapi.Connection.execute,1,1,1,Browser Automation and Web Interaction
Python::pybitable.dbapi.cursor.execute,Python,pybitable.dbapi.cursor.execute,1,1,1,System Command Execution
Python::pydantic_ai.Agent,Python,pydantic_ai.Agent,1,1,1,Cloud Infrastructure Management
Python::pygetwindow._window_to_dict,Python,pygetwindow._window_to_dict,1,1,1,System Command Execution
Python::pymatgen.core.structure.Structure.from_file,Python,pymatgen.core.structure.Structure.from_file,1,1,1,File System Operations
Python::pymatgen.core.structure.Structure.to,Python,pymatgen.core.structure.Structure.to,2,1,2,System Command Execution
Python::pymavlink.mavutil.connect_to_ardupilot,Python,pymavlink.mavutil.connect_to_ardupilot,2,1,2,System Command Execution
Python::pymetasploit3.msfrpc.update_runoption,Python,pymetasploit3.msfrpc.update_runoption,1,1,1,System Command Execution
Python::pymol.cmd.draw,Python,pymol.cmd.draw,1,1,1,System Command Execution
Python::pymol.cmd.get_cmd,Python,pymol.cmd.get_cmd,14,1,14,System Command Execution
Python::pymol.cmd.viewport,Python,pymol.cmd.viewport,1,1,1,System Command Execution
Python::pymolserver.server.do,Python,pymolserver.server.do,1,1,1,System Command Execution
Python::pymssql.execute,Python,pymssql.execute,1,1,1,Database Management
Python::pymssql.fetchone,Python,pymssql.fetchone,1,1,1,Database Management
Python::pync.notify,Python,pync.notify,1,1,1,System Command Execution
Python::pync.pync,Python,pync.pync,1,1,1,System Command Execution
Python::pypco.PCO.get,Python,pypco.PCO.get,2,1,2,Cloud Infrastructure Management
Python::pyperclip.copy,Python,pyperclip.copy,2,2,2,System Command Execution
Python::pyperclip.paste,Python,pyperclip.paste,2,2,2,System Command Execution
Python::python_repr.PythonREPL.run,Python,python_repr.PythonREPL.run,1,1,1,System Command Execution
Python::pytube.Search,Python,pytube.Search,1,1,1,System Command Execution
Python::pyvista.Arrow,Python,pyvista.Arrow,1,1,1,Specialized Domain Data Services
Python::pyvista.Box,Python,pyvista.Box,1,1,1,File System Operations
Python::pyvista.Cone,Python,pyvista.Cone,1,1,1,Specialized Domain Data Services
Python::pyvista.Cube,Python,pyvista.Cube,1,1,1,Specialized Domain Data Services
Python::pyvista.Line,Python,pyvista.Line,1,1,1,File System Operations
Python::pyvista.Polygon,Python,pyvista.Polygon,1,1,1,File System Operations
Python::pyvista.save,Python,pyvista.save,2,1,2,Cloud Infrastructure Management
Python::qdrant_client.QdrantClient._with_qdrant,Python,qdrant_client.QdrantClient._with_qdrant,1,1,1,Database Management
Python::qdrant_client.QdrantClient.close,Python,qdrant_client.QdrantClient.close,1,1,1,Database Management
Python::qgis.send_command,Python,qgis.send_command,1,1,1,Specialized Domain Data Services
Python::qpdf._run_command,Python,qpdf._run_command,1,1,1,System Command Execution
Python::query.get,Python,query.get,3,3,3,Database Management
Python::query_devices,Python,query_devices,2,1,2,System Command Execution
Python::queue_declare,Python,queue_declare,1,1,1,Cloud Infrastructure Management
Python::r.get,Python,r.get,1,1,1,Database Management
Python::rabbitmq.admin.RabbitMQAdmin,Python,rabbitmq.admin.RabbitMQAdmin,1,1,1,Cloud Infrastructure Management
Python::ragflow.create_dataset,Python,ragflow.create_dataset,1,1,1,Specialized Domain Data Services
Python::ragflow.dataset.upload_documents,Python,ragflow.dataset.upload_documents,1,1,1,Specialized Domain Data Services
Python::ragflow.get_dataset_by_name,Python,ragflow.get_dataset_by_name,1,1,1,Specialized Domain Data Services
Python::ragflow.list_chats,Python,ragflow.list_chats,1,1,1,Specialized Domain Data Services
Python::rcon.rcon_server.RCONServer.send_command,Python,rcon.rcon_server.RCONServer.send_command,3,1,3,System Command Execution
Python::read_memory_bytes,Python,read_memory_bytes,1,1,1,System Command Execution
Python::read_parquet,Python,read_parquet,1,1,1,File System Operations
Python::read_until,Python,read_until,2,1,2,Database Management
Python::reader.read,Python,reader.read,1,1,1,File System Operations
Python::readline,Python,readline,4,3,4,System Command Execution
Python::record_memory,Python,record_memory,1,1,1,Database Management
Python::recv,Python,recv,2,2,2,System Command Execution
Python::redshift_data_client,Python,redshift_data_client,5,1,5,Database Management
Python::refresh,Python,refresh,10,2,10,Database Management
Python::reg_hive_list,Python,reg_hive_list,2,1,2,System Command Execution
Python::reg_key,Python,reg_key,1,1,1,System Command Execution
Python::reg_value,Python,reg_value,1,1,1,System Command Execution
Python::register_table_in_schema_info,Python,register_table_in_schema_info,1,1,1,Database Management
Python::registry.registry.handle_get_regkey_attribute,Python,registry.registry.handle_get_regkey_attribute,1,1,1,System Command Execution
Python::registry.registry.handle_get_regvalue_attribute,Python,registry.registry.handle_get_regvalue_attribute,1,1,1,System Command Execution
Python::rename_symbol,Python,rename_symbol,1,1,1,System Command Execution
Python::replicate.run,Python,replicate.run,2,2,2,AI and Machine Learning Services
Python::requests.Response.raise_for_status,Python,requests.Response.raise_for_status,5,4,5,Specialized Domain Data Services
Python::requests.Response.text,Python,requests.Response.text,1,1,1,Specialized Domain Data Services
Python::requests.Session,Python,requests.Session,2,2,2,Specialized Domain Data Services
Python::requests.Session().send,Python,requests.Session().send,1,1,1,File System Operations
Python::requests.Session.post,Python,requests.Session.post,1,1,1,Specialized Domain Data Services
Python::requests.cookies.RequestsCookieJar,Python,requests.cookies.RequestsCookieJar,2,2,2,Specialized Domain Data Services
Python::requests.get,Python,requests.get,9,5,9,Specialized Domain Data Services
Python::requests.post,Python,requests.post,41,8,41,Specialized Domain Data Services
Python::requests.put,Python,requests.put,1,1,1,Specialized Domain Data Services
Python::requests.request,Python,requests.request,33,2,33,Specialized Domain Data Services
Python::reset_connections,Python,reset_connections,2,1,2,Database Management
Python::response.text,Python,response.text,27,11,27,Specialized Domain Data Services
Python::restPOST,Python,restPOST,1,1,1,Database Management
Python::restore,Python,restore,2,1,2,Cloud Infrastructure Management
Python::retrieve_docdb_records,Python,retrieve_docdb_records,1,1,1,Database Management
Python::rhapi.get_cluster_control_plane_upgrade_policies,Python,rhapi.get_cluster_control_plane_upgrade_policies,1,1,1,File System Operations
Python::rhapi.get_cluster_upgrade_policies,Python,rhapi.get_cluster_upgrade_policies,1,1,1,File System Operations
Python::robjects.r,Python,robjects.r,18,1,18,System Command Execution
Python::robotConnector.DashboardClient.last_respond.lower,Python,robotConnector.DashboardClient.last_respond.lower,1,1,1,System Command Execution
Python::robotConnector.DashboardClient.ur_is_remote_control,Python,robotConnector.DashboardClient.ur_is_remote_control,1,1,1,System Command Execution
Python::robot_operator.capture_and_detect,Python,robot_operator.capture_and_detect,1,1,1,System Command Execution
Python::robot_operator.get_robot_operator,Python,robot_operator.get_robot_operator,2,1,2,System Command Execution
Python::rongcloud_server_mcp.sdk.client.RongCloudClient.execute_api_call,Python,rongcloud_server_mcp.sdk.client.RongCloudClient.execute_api_call,1,1,1,Specialized Domain Data Services
Python::rt.get,Python,rt.get,2,1,2,Cloud Infrastructure Management
Python::rtmidi.send_message,Python,rtmidi.send_message,2,1,2,Database Management
Python::run_artisan_command,Python,run_artisan_command,1,1,1,System Command Execution
Python::run_gaql,Python,run_gaql,1,1,1,Database Management
Python::run_gh_command,Python,run_gh_command,1,1,1,System Command Execution
Python::run_github_command,Python,run_github_command,2,1,2,System Command Execution
Python::run_in_executor,Python,run_in_executor,9,3,9,System Command Execution
Python::run_sql,Python,run_sql,1,1,1,Specialized Domain Data Services
Python::run_subprocess,Python,run_subprocess,1,1,1,System Command Execution
Python::runner.run_query,Python,runner.run_query,1,1,1,Database Management
Python::safe_execute,Python,safe_execute,1,1,1,System Command Execution
Python::safe_sql.SafeSqlDriver.execute_param_query,Python,safe_sql.SafeSqlDriver.execute_param_query,1,1,1,Database Management
Python::sanitize_info,Python,sanitize_info,2,2,2,File System Operations
Python::save_index,Python,save_index,1,1,1,File System Operations
Python::scan_devices,Python,scan_devices,1,1,1,System Command Execution
Python::scrapling.fetchers.StealthyFetcher.async_fetch,Python,scrapling.fetchers.StealthyFetcher.async_fetch,1,1,1,System Command Execution
Python::sct.grab,Python,sct.grab,1,1,1,System Command Execution
Python::sd.InputStream,Python,sd.InputStream,1,1,1,System Command Execution
Python::sd.play,Python,sd.play,1,1,1,System Command Execution
Python::sd.wait,Python,sd.wait,1,1,1,System Command Execution
Python::search_artifacts,Python,search_artifacts,1,1,1,System Command Execution
Python::search_by_assignee,Python,search_by_assignee,1,1,1,System Command Execution
Python::search_document.document.copy,Python,search_document.document.copy,2,1,2,File System Operations
Python::search_functions_advanced,Python,search_functions_advanced,1,1,1,System Command Execution
Python::search_functions_by_name,Python,search_functions_by_name,1,1,1,System Command Execution
Python::search_sources,Python,search_sources,2,1,2,Database Management
Python::sections,Python,sections,1,1,1,File System Operations
Python::select_option,Python,select_option,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.WebDriver.quit,Python,selenium.webdriver.WebDriver.quit,1,1,1,Browser Automation and Web Interaction
